user_id,signup_date,acquisition_channel,days_to_first_transaction,ltv_90d,churned,churn_date,product_tier,monthly_revenue
UGR_01177,2025-01-14,organic,2,54.06,0,,basic,8.34
UGR_01178,2025-04-05,paid_search,2,41.77,0,,premium,28.17
UGR_01179,2025-07-05,email,8,28.97,1,2025-09-11,basic,9.08
UGR_01180,2025-11-15,paid_search,0,13.8,0,,premium,29.27
UGR_01181,2025-11-04,organic,2,41.64,1,2026-01-03,free,0.0
UGR_01182,2025-10-12,paid_search,0,63.87,0,,free,0.0
UGR_01183,2025-09-11,paid_search,0,26.32,0,,free,0.0
UGR_01184,2024-11-29,email,0,39.33,1,2024-12-17,basic,8.81
UGR_01185,2024-11-22,referral,2,105.46,1,2024-12-11,free,0.0
UGR_01186,2025-12-08,paid_search,9,149.36,0,,free,0.0
UGR_01187,2025-03-09,organic,1,52.33,0,,free,0.0
UGR_01188,2025-09-25,email,2,127.62,1,2025-12-23,basic,8.77
UGR_01189,2025-09-03,paid_search,2,88.85,0,,free,0.0
UGR_01190,2025-10-24,organic,2,36.31,1,2025-11-23,free,0.0
UGR_01191,2025-01-06,paid_search,4,12.93,1,2025-02-09,premium,28.5
UGR_01192,2024-12-11,paid_search,2,15.51,0,,free,0.0
UGR_01193,2026-03-03,social,27,37.43,0,,basic,8.63
UGR_01194,2025-02-16,organic,21,13.75,0,,free,0.0
UGR_01195,2025-05-25,email,12,67.63,0,,basic,8.97
UGR_01196,2025-08-03,email,3,178.26,0,,free,0.0
UGR_01197,2025-05-23,organic,30,60.84,0,,premium,31.81
UGR_01198,2025-04-10,paid_search,1,147.92,0,,premium,27.7
UGR_01199,2025-02-14,referral,0,34.6,0,,free,0.0
UGR_01200,2025-03-24,organic,2,13.09,0,,free,0.0
UGR_01201,2026-03-23,referral,7,45.47,0,,free,0.0
UGR_01202,2025-10-09,organic,17,27.25,0,,free,0.0
UGR_01203,2026-02-19,organic,2,50.93,1,2026-03-30,free,0.0
UGR_01204,2026-01-04,referral,2,4.67,0,,free,0.0
UGR_01205,2024-12-29,email,0,29.18,0,,basic,8.74
UGR_01206,2025-10-18,organic,12,59.58,1,2025-12-26,premium,29.15
UGR_01207,2025-01-31,organic,3,30.81,0,,basic,9.65
UGR_01208,2025-03-28,paid_search,7,60.81,0,,free,0.0
UGR_01209,2024-11-22,social,2,48.14,0,,free,0.0
UGR_01210,2024-09-27,social,2,113.44,1,2024-12-02,free,0.0
UGR_01211,2026-03-05,social,3,54.61,1,2026-04-28,free,0.0
UGR_01212,2024-10-09,social,7,160.36,0,,free,0.0
UGR_01213,2025-02-23,referral,10,70.47,0,,premium,29.18
UGR_01214,2025-08-24,paid_search,3,59.2,0,,free,0.0
UGR_01215,2025-09-21,social,0,31.5,1,2025-10-17,basic,9.37
UGR_01216,2025-02-17,paid_search,13,51.99,0,,premium,28.54
UGR_01217,2025-11-04,referral,18,30.32,0,,basic,8.9
UGR_01218,2024-10-23,paid_search,4,66.05,0,,basic,9.08
UGR_01219,2025-12-20,social,29,48.13,1,2026-02-15,free,0.0
UGR_01220,2025-01-14,email,12,24.11,0,,basic,9.24
UGR_01221,2025-01-14,paid_search,3,26.55,0,,free,0.0
UGR_01222,2026-01-11,social,14,26.93,0,,basic,8.78
UGR_01223,2026-02-16,organic,10,57.16,1,2026-03-18,basic,8.74
UGR_01224,2025-10-30,paid_search,0,64.21,0,,free,0.0
UGR_01225,2025-01-26,paid_search,3,77.94,0,,basic,9.25
UGR_01226,2025-09-25,paid_search,8,7.38,0,,free,0.0
UGR_01227,2024-11-17,referral,5,112.55,0,,basic,9.56
UGR_01228,2026-01-13,organic,6,217.13,0,,free,0.0
UGR_01229,2026-01-08,organic,0,34.39,1,2026-03-01,premium,31.3
UGR_01230,2025-10-10,social,20,77.59,0,,free,0.0
UGR_01231,2025-01-21,organic,21,43.79,0,,premium,28.82
UGR_01232,2024-10-01,organic,1,65.0,0,,basic,8.37
UGR_01233,2025-03-20,referral,0,65.0,1,2025-04-28,basic,7.95
UGR_01234,2025-01-21,social,9,52.97,0,,premium,30.01
UGR_01235,2026-03-25,paid_search,3,118.31,0,,basic,8.85
UGR_01236,2025-04-11,paid_search,16,73.71,0,,free,0.0
UGR_01237,2025-09-29,organic,3,56.67,0,,basic,8.59
UGR_01238,2024-12-09,social,4,85.77,0,,free,0.0
UGR_01239,2026-02-15,organic,8,37.07,1,2026-03-08,basic,8.56
UGR_01240,2025-05-25,organic,4,18.48,0,,free,0.0
UGR_01241,2025-03-06,referral,2,34.03,1,2025-05-25,basic,9.16
UGR_01242,2025-04-29,paid_search,0,76.65,0,,basic,9.21
UGR_01243,2026-02-08,referral,2,26.03,1,2026-04-21,free,0.0
UGR_01244,2026-02-17,organic,2,14.23,0,,premium,31.24
UGR_01245,2025-07-06,paid_search,3,9.93,0,,free,0.0
UGR_01246,2025-08-14,email,3,56.67,0,,basic,9.14
UGR_01247,2024-10-12,social,7,18.11,0,,free,0.0
UGR_01248,2025-06-12,paid_search,1,47.88,0,,free,0.0
UGR_01249,2025-04-19,organic,0,20.72,0,,free,0.0
UGR_01250,2024-10-09,referral,2,37.44,0,,free,0.0
UGR_01251,2026-02-12,paid_search,9,25.23,0,,basic,8.94
UGR_01252,2025-08-31,organic,0,15.33,1,2025-10-13,premium,26.18
UGR_01253,2026-02-13,referral,11,55.52,0,,premium,30.26
UGR_01254,2026-03-04,email,14,19.38,0,,free,0.0
UGR_01255,2025-02-07,organic,13,58.95,0,,basic,9.2
UGR_01256,2025-12-08,paid_search,11,55.7,0,,basic,9.13
UGR_01257,2025-06-20,referral,3,27.62,1,2025-07-13,free,0.0
UGR_01258,2025-08-18,referral,3,91.99,0,,free,0.0
UGR_01259,2025-03-04,email,14,73.12,0,,basic,9.09
UGR_01260,2025-12-15,social,2,51.87,0,,basic,8.74
UGR_01261,2025-07-13,organic,3,301.85,0,,free,0.0
UGR_01262,2025-10-24,organic,9,25.27,0,,free,0.0
UGR_01263,2025-07-14,referral,0,190.54,0,,free,0.0
UGR_01264,2025-02-14,paid_search,1,135.33,0,,free,0.0
UGR_01265,2024-10-26,social,2,57.94,0,,free,0.0
UGR_01266,2024-10-20,referral,3,345.97,0,,free,0.0
UGR_01267,2025-11-28,paid_search,0,15.02,1,2025-12-19,basic,8.86
UGR_01268,2026-01-17,paid_search,2,36.72,0,,free,0.0
UGR_01269,2025-02-23,social,10,11.44,0,,free,0.0
UGR_01270,2026-03-22,organic,0,36.87,0,,premium,30.25
UGR_01271,2026-02-04,organic,10,58.4,0,,basic,9.93
UGR_01272,2025-01-14,referral,4,36.15,1,2025-03-11,free,0.0
UGR_01273,2024-11-06,social,0,51.92,0,,basic,9.64
UGR_01274,2025-03-22,organic,10,18.89,0,,premium,29.17
UGR_01275,2025-08-21,organic,3,58.86,0,,free,0.0
UGR_01276,2025-11-09,referral,3,119.7,0,,free,0.0
UGR_01277,2025-03-03,social,9,41.03,1,2025-05-11,basic,10.01
UGR_01278,2025-01-23,social,3,53.21,1,2025-02-23,premium,28.48
UGR_01279,2025-06-08,organic,25,59.28,0,,free,0.0
UGR_01280,2026-01-15,paid_search,14,40.77,0,,basic,9.14
UGR_01281,2025-09-10,paid_search,0,24.77,0,,free,0.0
UGR_01282,2025-10-04,referral,28,17.57,0,,free,0.0
UGR_01283,2025-09-16,paid_search,1,25.63,0,,premium,31.42
UGR_01284,2025-09-03,organic,29,67.77,0,,free,0.0
UGR_01285,2025-09-07,social,3,60.46,0,,free,0.0
UGR_01286,2025-05-28,referral,12,228.28,0,,basic,9.4
UGR_01287,2024-11-18,referral,7,62.59,0,,basic,8.5
UGR_01288,2024-09-24,paid_search,3,52.7,0,,free,0.0
UGR_01289,2025-02-27,social,5,20.06,0,,basic,8.96
UGR_01290,2025-09-06,paid_search,4,38.36,0,,premium,29.23
UGR_01291,2025-03-23,organic,2,30.27,0,,free,0.0
UGR_01292,2025-12-25,paid_search,5,21.92,0,,premium,27.11
UGR_01293,2025-03-04,paid_search,8,42.25,0,,basic,8.22
UGR_01294,2025-09-13,email,3,18.63,1,2025-10-19,free,0.0
UGR_01295,2025-06-18,organic,3,319.59,0,,free,0.0
UGR_01296,2024-12-03,organic,27,17.52,0,,free,0.0
UGR_01297,2025-03-17,social,3,119.66,0,,premium,28.15
UGR_01298,2026-03-17,referral,4,138.56,0,,free,0.0
UGR_01299,2025-12-09,email,25,48.07,1,2026-02-25,free,0.0
UGR_01300,2026-03-25,organic,9,76.49,0,,free,0.0
UGR_01301,2025-10-09,social,13,32.49,0,,basic,8.87
UGR_01302,2025-11-07,paid_search,0,25.94,1,2026-01-14,basic,9.19
UGR_01303,2026-02-05,social,2,11.82,1,2026-03-25,free,0.0
UGR_01304,2025-05-19,social,10,16.29,0,,free,0.0
UGR_01305,2025-08-09,organic,23,40.83,0,,free,0.0
UGR_01306,2025-01-01,referral,0,103.51,0,,free,0.0
UGR_01307,2025-09-18,organic,14,32.87,0,,free,0.0
UGR_01308,2025-08-17,organic,13,29.29,0,,free,0.0
UGR_01309,2026-03-17,paid_search,0,7.97,0,,premium,30.54
UGR_01310,2024-10-06,social,27,50.87,0,,premium,28.52
UGR_01311,2024-11-14,referral,3,36.45,1,2024-12-22,basic,9.07
UGR_01312,2026-01-06,organic,10,113.44,0,,basic,8.6
UGR_01313,2025-06-24,referral,27,149.68,0,,basic,8.91
UGR_01314,2025-03-31,referral,26,181.6,0,,basic,8.69
UGR_01315,2026-01-02,social,9,27.46,1,2026-02-01,free,0.0
UGR_01316,2025-06-10,social,8,101.94,0,,free,0.0
UGR_01317,2026-02-05,paid_search,4,44.17,0,,premium,29.25
UGR_01318,2025-05-28,social,2,91.82,0,,basic,8.71
UGR_01319,2025-10-11,social,0,51.24,1,2025-11-05,basic,8.65
UGR_01320,2026-03-10,organic,1,81.71,0,,free,0.0
UGR_01321,2024-12-23,referral,9,76.39,0,,basic,8.95
UGR_01322,2024-11-03,referral,0,65.98,0,,free,0.0
UGR_01323,2025-04-27,paid_search,0,18.89,0,,basic,9.69
UGR_01324,2025-09-15,organic,1,37.03,0,,basic,8.67
UGR_01325,2024-10-31,organic,2,38.22,0,,free,0.0
UGR_01326,2025-05-19,paid_search,2,187.15,0,,basic,9.02
UGR_01327,2025-08-16,referral,7,41.08,0,,free,0.0
UGR_01328,2026-02-18,email,12,165.22,0,,free,0.0
UGR_01329,2025-02-04,social,16,39.15,1,2025-03-31,basic,9.16
UGR_01330,2025-12-22,email,28,15.81,0,,free,0.0
UGR_01331,2025-10-14,referral,2,319.07,0,,free,0.0
UGR_01332,2024-10-13,organic,24,6.7,0,,basic,8.65
UGR_01333,2024-11-29,referral,3,39.18,0,,basic,9.73
UGR_01334,2025-07-30,paid_search,2,82.91,1,2025-09-02,basic,8.76
UGR_01335,2025-02-18,social,2,46.22,0,,premium,30.2
UGR_01336,2025-07-11,paid_search,3,168.85,0,,free,0.0
UGR_01337,2026-01-12,paid_search,14,125.85,0,,free,0.0
UGR_01338,2025-12-10,paid_search,14,59.6,0,,free,0.0
UGR_01339,2026-02-20,paid_search,0,49.9,0,,free,0.0
UGR_01340,2025-09-03,social,3,114.07,0,,basic,7.84
UGR_01341,2025-05-28,email,11,43.17,0,,premium,28.4
UGR_01342,2026-01-17,organic,5,20.42,0,,free,0.0
UGR_01343,2025-09-27,organic,2,23.85,0,,basic,8.4
UGR_01344,2024-10-17,social,3,47.35,0,,free,0.0
UGR_01345,2025-04-27,organic,1,16.11,0,,basic,9.64
UGR_01346,2026-02-04,referral,23,183.32,0,,premium,26.4
UGR_01347,2025-11-09,organic,23,91.74,0,,basic,9.01
UGR_01348,2025-02-20,social,1,130.31,0,,free,0.0
UGR_01349,2025-11-20,paid_search,3,42.11,0,,free,0.0
UGR_01350,2024-11-07,paid_search,3,44.39,0,,free,0.0
UGR_01351,2025-06-01,email,10,34.09,0,,free,0.0
UGR_01352,2026-03-24,social,10,36.03,0,,premium,28.35
UGR_01353,2026-01-12,social,0,24.0,0,,basic,8.4
UGR_01354,2024-11-19,organic,1,94.42,1,2025-02-17,basic,8.16
UGR_01355,2025-12-11,paid_search,3,61.5,0,,basic,8.93
UGR_01356,2024-10-20,social,3,24.73,0,,free,0.0
UGR_01357,2025-02-23,paid_search,0,57.45,0,,basic,9.77
UGR_01358,2025-02-13,paid_search,0,116.13,0,,free,0.0
UGR_01359,2024-12-22,organic,3,69.57,0,,basic,9.3
UGR_01360,2025-10-26,social,3,125.05,1,2026-01-10,free,0.0
UGR_01361,2025-02-19,paid_search,4,31.69,1,2025-03-27,basic,8.86
UGR_01362,2026-01-03,paid_search,20,32.26,0,,basic,9.11
UGR_01363,2025-11-14,email,0,29.36,0,,premium,28.95
UGR_01364,2026-02-17,organic,28,52.52,1,2026-03-18,basic,8.09
UGR_01365,2025-10-02,organic,0,33.31,1,2025-12-15,basic,9.13
UGR_01366,2025-06-28,social,20,49.15,0,,free,0.0
UGR_01367,2024-10-19,social,3,22.91,0,,premium,27.63
UGR_01368,2025-12-08,paid_search,1,15.76,0,,basic,8.85
UGR_01369,2025-05-31,organic,3,39.05,0,,free,0.0
UGR_01370,2025-06-08,organic,0,98.41,0,,basic,9.6
UGR_01371,2025-05-17,paid_search,16,80.0,0,,free,0.0
UGR_01372,2025-04-05,social,25,4.73,0,,premium,29.78
UGR_01373,2025-04-14,organic,3,38.39,1,2025-05-20,basic,8.99
UGR_01374,2025-08-01,organic,3,43.91,1,2025-09-28,basic,8.69
UGR_01375,2025-04-23,paid_search,0,81.0,0,,free,0.0
UGR_01376,2025-05-22,organic,5,45.06,0,,free,0.0
UGR_01377,2024-12-22,social,1,34.39,0,,free,0.0
UGR_01378,2025-12-01,paid_search,11,76.94,0,,premium,29.34
UGR_01379,2025-07-21,email,25,41.33,0,,basic,9.26
UGR_01380,2025-10-20,paid_search,0,37.96,0,,premium,25.54
UGR_01381,2025-03-03,paid_search,7,18.92,0,,free,0.0
UGR_01382,2025-03-12,organic,2,42.82,0,,free,0.0
UGR_01383,2025-07-04,organic,3,35.59,1,2025-10-01,free,0.0
UGR_01384,2025-03-18,social,0,47.5,1,2025-06-05,basic,8.58
UGR_01385,2024-10-12,social,1,62.48,0,,free,0.0
UGR_01386,2025-07-08,organic,19,56.46,0,,basic,9.33
UGR_01387,2025-08-16,organic,22,27.25,0,,basic,9.25
UGR_01388,2025-06-18,referral,2,40.94,0,,free,0.0
UGR_01389,2025-08-01,social,1,28.71,1,2025-10-22,free,0.0
UGR_01390,2024-12-21,email,3,48.07,1,2025-02-21,free,0.0
UGR_01391,2025-08-24,organic,22,124.03,1,2025-10-06,free,0.0
UGR_01392,2024-11-22,social,0,42.19,1,2025-01-24,free,0.0
UGR_01393,2026-03-06,social,1,104.06,1,2026-03-29,premium,29.47
UGR_01394,2026-01-27,paid_search,13,27.54,1,2026-03-18,premium,30.25
UGR_01395,2025-01-12,organic,0,38.67,0,,basic,8.96
UGR_01396,2025-01-27,organic,25,21.35,1,2025-03-02,basic,9.01
UGR_01397,2026-03-24,social,18,44.66,0,,free,0.0
UGR_01398,2024-10-02,organic,14,30.53,0,,free,0.0
UGR_01399,2025-10-26,referral,29,17.03,0,,free,0.0
UGR_01400,2025-09-16,social,28,35.24,0,,free,0.0
UGR_01401,2024-11-26,social,30,18.19,0,,free,0.0
UGR_01402,2025-05-28,email,16,41.54,0,,free,0.0
UGR_01403,2025-08-07,social,1,135.71,1,2025-09-30,free,0.0
UGR_01404,2025-08-17,paid_search,3,45.49,0,,free,0.0
UGR_01405,2024-11-27,referral,0,185.94,0,,premium,26.67
UGR_01406,2025-12-20,referral,11,50.27,0,,free,0.0
UGR_01407,2024-12-28,social,3,18.63,1,2025-02-19,free,0.0
UGR_01408,2025-11-28,referral,10,38.13,1,2025-12-13,basic,9.01
UGR_01409,2025-11-24,email,1,39.15,0,,basic,8.49
UGR_01410,2025-01-21,organic,2,27.26,0,,basic,8.0
UGR_01411,2024-11-11,email,12,16.19,0,,free,0.0
UGR_01412,2026-03-24,social,30,16.91,0,,premium,30.98
UGR_01413,2024-11-26,social,3,53.16,0,,free,0.0
UGR_01414,2025-08-26,referral,3,53.64,1,2025-09-13,free,0.0
UGR_01415,2025-12-28,referral,0,46.67,1,2026-03-24,basic,9.16
UGR_01416,2024-10-06,paid_search,17,17.59,0,,basic,9.86
UGR_01417,2025-04-15,organic,3,75.26,0,,basic,9.25
UGR_01418,2026-01-14,organic,11,46.8,0,,free,0.0
UGR_01419,2025-01-11,social,2,39.62,0,,free,0.0
UGR_01420,2025-11-21,email,12,90.79,0,,premium,29.02
UGR_01421,2025-05-23,referral,5,80.5,0,,basic,9.79
UGR_01422,2026-01-23,paid_search,2,44.66,0,,free,0.0
UGR_01423,2025-11-21,email,25,22.15,0,,premium,29.22
UGR_01424,2024-11-20,paid_search,3,79.3,0,,free,0.0
UGR_01425,2025-11-30,organic,3,29.21,1,2026-01-09,free,0.0
UGR_01426,2025-06-27,referral,3,61.0,0,,premium,29.39
UGR_01427,2026-02-21,paid_search,1,75.11,1,2026-04-10,free,0.0
UGR_01428,2025-07-11,referral,6,131.46,1,2025-09-26,free,0.0
UGR_01429,2025-08-09,organic,1,61.31,0,,free,0.0
UGR_01430,2025-03-03,email,14,76.43,0,,free,0.0
UGR_01431,2024-10-28,referral,0,81.96,1,2024-12-10,free,0.0
UGR_01432,2025-09-28,organic,0,27.82,0,,basic,8.39
UGR_01433,2026-01-22,paid_search,8,40.02,0,,premium,28.98
UGR_01434,2026-03-19,organic,9,21.17,0,,basic,9.43
UGR_01435,2026-03-06,referral,6,21.76,0,,basic,8.55
UGR_01436,2025-08-07,email,22,39.04,0,,basic,9.44
UGR_01437,2025-12-09,social,3,122.45,0,,basic,8.83
UGR_01438,2025-11-19,organic,2,36.53,0,,free,0.0
UGR_01439,2024-11-01,organic,10,56.85,0,,basic,8.46
UGR_01440,2026-01-25,paid_search,9,57.51,0,,basic,8.22
UGR_01441,2025-12-20,paid_search,1,22.42,0,,free,0.0
UGR_01442,2026-02-23,referral,3,41.87,0,,basic,9.0
UGR_01443,2025-11-29,organic,10,86.53,1,2026-02-22,free,0.0
UGR_01444,2025-10-04,social,3,17.32,0,,basic,9.76
UGR_01445,2025-06-11,email,2,30.51,0,,premium,30.99
UGR_01446,2025-04-23,paid_search,2,25.39,1,2025-06-13,free,0.0
UGR_01447,2025-10-31,organic,13,75.74,1,2025-12-18,premium,29.02
UGR_01448,2024-10-26,social,3,61.66,0,,basic,8.9
UGR_01449,2025-08-28,paid_search,2,133.82,0,,premium,28.34
UGR_01450,2025-12-20,referral,0,12.65,0,,free,0.0
UGR_01451,2025-01-13,organic,2,14.74,0,,free,0.0
UGR_01452,2025-01-12,paid_search,12,86.1,1,2025-02-15,free,0.0
UGR_01453,2025-02-26,social,2,28.68,0,,basic,9.24
UGR_01454,2026-01-20,referral,8,121.41,1,2026-04-13,free,0.0
UGR_01455,2025-01-30,email,5,23.31,0,,basic,9.01
UGR_01456,2025-01-29,paid_search,26,27.72,0,,premium,25.54
UGR_01457,2025-05-03,social,8,57.46,1,2025-07-30,basic,8.38
UGR_01458,2025-07-17,referral,2,115.59,0,,basic,8.51
UGR_01459,2024-11-16,organic,16,9.23,0,,basic,7.9
UGR_01460,2025-03-15,organic,1,134.93,0,,free,0.0
UGR_01461,2025-07-02,referral,0,106.58,0,,premium,29.74
UGR_01462,2026-01-19,social,7,43.39,0,,basic,8.79
UGR_01463,2026-03-05,organic,2,70.2,1,2026-04-13,free,0.0
UGR_01464,2025-12-06,email,12,118.99,1,2025-12-25,basic,8.62
UGR_01465,2025-11-04,social,1,54.05,0,,free,0.0
UGR_01466,2025-04-19,paid_search,24,64.06,0,,basic,8.07
UGR_01467,2026-03-12,paid_search,8,17.65,0,,free,0.0
UGR_01468,2025-09-14,social,11,52.95,0,,free,0.0
UGR_01469,2026-01-14,paid_search,2,99.1,0,,basic,9.13
UGR_01470,2024-12-19,organic,9,24.59,0,,free,0.0
UGR_01471,2026-02-10,referral,17,71.91,0,,free,0.0
UGR_01472,2025-07-02,referral,0,33.34,0,,premium,28.88
UGR_01473,2025-06-19,organic,11,50.41,1,2025-07-22,basic,8.84
UGR_01474,2025-12-11,paid_search,3,94.12,0,,premium,34.23
UGR_01475,2024-10-04,email,26,39.06,0,,basic,9.07
UGR_01476,2025-10-19,paid_search,27,36.37,0,,basic,9.43
UGR_01477,2025-02-15,paid_search,3,24.61,0,,premium,29.08
UGR_01478,2025-12-31,organic,26,24.83,0,,free,0.0
UGR_01479,2026-02-04,paid_search,1,83.1,0,,basic,8.87
UGR_01480,2025-04-21,paid_search,0,108.72,0,,basic,8.59
UGR_01481,2024-12-21,organic,2,49.54,1,2025-03-06,basic,8.43
UGR_01482,2026-01-22,organic,4,24.3,1,2026-02-06,premium,29.88
UGR_01483,2024-12-16,referral,3,297.95,0,,basic,8.93
UGR_01484,2024-10-20,social,2,105.68,0,,basic,9.49
UGR_01485,2025-11-29,organic,1,33.27,0,,free,0.0
UGR_01486,2024-12-04,referral,4,40.62,0,,free,0.0
UGR_01487,2025-02-21,referral,0,53.28,0,,basic,9.24
UGR_01488,2024-11-10,referral,1,123.04,0,,free,0.0
UGR_01489,2026-03-03,organic,10,233.09,1,2026-04-22,basic,8.82
UGR_01490,2025-12-22,paid_search,1,63.24,0,,free,0.0
UGR_01491,2025-05-06,email,3,34.38,1,2025-06-14,free,0.0
UGR_01492,2025-10-31,social,1,28.97,0,,free,0.0
UGR_01493,2025-07-23,paid_search,0,164.68,0,,free,0.0
UGR_01494,2025-02-13,paid_search,3,54.32,0,,free,0.0
UGR_01495,2024-11-10,email,11,40.65,1,2024-12-20,basic,8.35
UGR_01496,2025-04-20,organic,13,22.31,0,,basic,9.9
UGR_01497,2025-06-18,email,6,431.67,0,,basic,8.66
UGR_01498,2025-06-19,paid_search,3,50.76,0,,free,0.0
UGR_01499,2025-05-18,paid_search,2,78.33,0,,basic,8.36
UGR_01500,2026-01-15,organic,9,26.16,0,,basic,8.25
UGR_01501,2025-12-10,organic,13,109.41,0,,basic,8.97
UGR_01502,2025-08-16,social,20,28.56,0,,basic,9.29
UGR_01503,2025-07-29,email,0,32.82,1,2025-09-29,basic,8.77
UGR_01504,2025-01-08,organic,3,120.81,1,2025-02-26,basic,8.95
UGR_01505,2025-10-15,organic,16,130.79,0,,free,0.0
UGR_01506,2024-11-15,organic,24,70.81,0,,free,0.0
UGR_01507,2025-10-14,paid_search,0,54.28,0,,free,0.0
UGR_01508,2025-08-29,organic,14,78.44,0,,premium,32.04
UGR_01509,2026-03-18,organic,0,40.5,0,,free,0.0
UGR_01510,2025-05-29,referral,30,25.5,0,,basic,9.0
UGR_01511,2024-11-03,email,22,142.8,1,2025-01-23,basic,9.07
UGR_01512,2024-12-17,organic,3,136.55,0,,free,0.0
UGR_01513,2025-07-15,referral,1,199.4,0,,free,0.0
UGR_01514,2025-01-10,paid_search,3,44.29,1,2025-04-06,free,0.0
UGR_01515,2025-12-06,organic,0,48.79,0,,basic,9.0
UGR_01516,2025-09-19,organic,0,57.78,0,,premium,29.73
UGR_01517,2026-01-15,referral,7,122.91,0,,free,0.0
UGR_01518,2026-01-26,paid_search,14,99.42,0,,free,0.0
UGR_01519,2024-10-10,paid_search,0,23.18,0,,premium,30.19
UGR_01520,2026-03-13,referral,24,60.53,1,2026-06-02,free,0.0
UGR_01521,2025-09-21,email,3,76.57,0,,basic,9.04
UGR_01522,2026-01-02,paid_search,3,131.38,0,,free,0.0
UGR_01523,2025-03-26,paid_search,12,23.95,0,,free,0.0
UGR_01524,2025-11-02,referral,3,25.72,0,,free,0.0
UGR_01525,2025-09-25,social,14,118.69,0,,free,0.0
UGR_01526,2026-02-03,social,15,93.36,0,,premium,29.4
UGR_01527,2025-07-08,organic,8,83.44,1,2025-08-30,premium,28.14
UGR_01528,2024-11-18,paid_search,3,31.32,0,,free,0.0
UGR_01529,2024-11-19,organic,30,22.04,0,,free,0.0
UGR_01530,2025-01-23,organic,2,60.14,0,,premium,29.28
UGR_01531,2025-06-10,paid_search,3,42.42,0,,premium,27.8
UGR_01532,2024-11-17,paid_search,1,30.18,0,,basic,9.49
UGR_01533,2025-11-22,paid_search,24,94.86,0,,free,0.0
UGR_01534,2024-11-20,organic,10,34.49,0,,basic,8.88
UGR_01535,2025-08-16,referral,3,229.94,0,,basic,8.36
UGR_01536,2025-03-14,social,0,14.04,0,,free,0.0
UGR_01537,2025-08-04,social,12,6.55,0,,basic,9.08
UGR_01538,2025-09-12,organic,1,51.44,0,,basic,8.9
UGR_01539,2026-03-25,paid_search,8,57.88,1,2026-06-18,free,0.0
UGR_01540,2025-10-30,social,8,59.66,0,,free,0.0
UGR_01541,2025-12-10,organic,8,30.54,0,,free,0.0
UGR_01542,2025-03-27,paid_search,1,21.5,0,,basic,8.75
UGR_01543,2025-02-26,email,0,210.52,0,,basic,9.03
UGR_01544,2025-03-26,organic,7,96.13,0,,basic,9.05
UGR_01545,2025-05-29,organic,1,87.7,0,,free,0.0
UGR_01546,2025-09-01,email,0,72.9,0,,basic,8.67
UGR_01547,2025-05-26,organic,2,29.37,0,,basic,9.34
UGR_01548,2025-05-16,social,3,23.37,0,,basic,9.07
UGR_01549,2026-03-11,organic,3,16.39,0,,free,0.0
UGR_01550,2025-02-12,email,23,161.93,1,2025-02-27,free,0.0
UGR_01551,2025-08-10,email,0,59.67,1,2025-09-17,basic,8.73
UGR_01552,2025-10-02,organic,10,77.1,0,,premium,27.75
UGR_01553,2025-12-27,organic,1,13.96,1,2026-01-12,free,0.0
UGR_01554,2025-12-08,referral,14,64.19,0,,free,0.0
UGR_01555,2025-06-20,organic,7,47.16,0,,free,0.0
UGR_01556,2024-09-29,organic,4,126.81,0,,premium,29.09
UGR_01557,2025-04-18,organic,0,31.32,0,,free,0.0
UGR_01558,2025-06-26,paid_search,4,22.83,1,2025-09-19,free,0.0
UGR_01559,2024-10-28,email,2,11.36,0,,free,0.0
UGR_01560,2025-01-06,social,3,38.81,1,2025-02-24,free,0.0
UGR_01561,2025-08-09,referral,2,46.12,1,2025-10-07,free,0.0
UGR_01562,2025-10-21,paid_search,4,34.84,0,,basic,9.68
UGR_01563,2025-11-24,email,7,32.25,0,,free,0.0
UGR_01564,2025-04-20,social,16,25.44,0,,free,0.0
UGR_01565,2026-01-27,organic,1,147.55,0,,basic,8.77
UGR_01566,2024-10-12,paid_search,4,88.96,0,,basic,9.19
UGR_01567,2025-01-21,paid_search,21,13.13,0,,premium,27.72
UGR_01568,2025-08-10,organic,0,16.79,0,,basic,9.09
UGR_01569,2024-11-03,organic,3,19.06,1,2024-12-12,free,0.0
UGR_01570,2025-06-12,referral,4,45.08,0,,premium,32.45
UGR_01571,2025-04-12,referral,25,40.66,0,,basic,9.13
UGR_01572,2025-12-09,organic,2,10.31,1,2026-03-05,free,0.0
UGR_01573,2025-07-13,paid_search,23,41.75,0,,basic,9.25
UGR_01574,2025-06-07,social,1,94.98,0,,free,0.0
UGR_01575,2025-11-06,email,2,17.95,0,,basic,8.77
UGR_01576,2025-08-22,organic,1,79.92,0,,basic,9.47
UGR_01577,2024-10-15,organic,1,23.24,0,,basic,8.93
UGR_01578,2025-10-02,social,2,48.42,0,,free,0.0
UGR_01579,2026-02-07,paid_search,2,30.78,0,,basic,9.95
UGR_01580,2025-11-14,paid_search,10,33.94,0,,premium,30.39
UGR_01581,2025-06-14,paid_search,13,10.94,0,,free,0.0
UGR_01582,2026-01-23,social,0,25.68,0,,free,0.0
UGR_01583,2025-09-06,social,3,66.48,0,,free,0.0
UGR_01584,2024-12-25,referral,4,25.8,0,,free,0.0
UGR_01585,2025-11-04,paid_search,1,53.22,0,,premium,29.93
