session_id,user_id,date,step_1_viewed,step_2_details,step_3_payment,step_4_confirm,step_5_complete,variant,converted,revenue,drop_step
SES_0002037,USR_04125,2025-07-17,1,0,0,0,0,B,0,0.0,2.0
SES_0002038,USR_00014,2025-09-03,1,1,1,1,1,A,1,47.55,
SES_0002039,USR_02586,2025-09-25,1,1,1,1,1,B,1,36.03,
SES_0002040,USR_08762,2025-05-24,1,1,1,1,1,A,1,107.06,
SES_0002041,USR_02527,2025-07-12,1,1,1,1,1,B,1,58.21,
SES_0002042,USR_04596,2025-11-10,1,1,1,1,1,A,1,35.82,
SES_0002043,USR_06352,2025-11-04,1,1,1,1,1,B,1,86.96,
SES_0002044,USR_07082,2025-08-09,1,0,0,0,0,B,0,0.0,2.0
SES_0002045,USR_09792,2025-06-19,1,1,0,0,0,A,0,0.0,3.0
SES_0002046,USR_00749,2025-08-22,1,1,0,0,0,A,0,0.0,3.0
SES_0002047,USR_09104,2025-10-17,1,1,0,0,0,B,0,0.0,3.0
SES_0002048,USR_04838,2025-11-10,1,0,0,0,0,B,0,0.0,2.0
SES_0002049,USR_06958,2025-04-24,1,1,1,1,1,A,1,35.77,
SES_0002050,USR_01315,2026-02-11,1,1,1,1,1,A,1,63.68,
SES_0002051,USR_06917,2026-03-13,1,1,0,0,0,B,0,0.0,3.0
SES_0002052,USR_06691,2026-01-15,1,1,1,1,1,A,1,183.32,
SES_0002053,USR_07623,2026-03-02,1,1,1,1,1,B,1,64.76,
SES_0002054,USR_01329,2025-11-16,1,1,1,1,1,B,1,40.0,
SES_0002055,USR_06191,2025-09-19,1,0,0,0,0,B,0,0.0,2.0
SES_0002056,USR_07071,2025-03-25,1,0,0,0,0,A,0,0.0,2.0
SES_0002057,USR_06550,2026-02-14,1,1,1,0,0,B,0,0.0,4.0
SES_0002058,USR_06778,2025-06-01,1,1,1,1,1,A,1,56.07,
SES_0002059,USR_05333,2025-11-16,1,0,0,0,0,B,0,0.0,2.0
SES_0002060,USR_05807,2025-11-24,1,1,1,0,0,A,0,0.0,4.0
SES_0002061,USR_09842,2025-05-12,1,1,0,0,0,B,0,0.0,3.0
SES_0002062,USR_00400,2025-11-01,1,1,1,1,1,B,1,32.99,
SES_0002063,USR_02674,2026-02-05,1,1,1,1,0,A,0,0.0,5.0
SES_0002064,USR_04805,2025-11-12,1,1,1,1,1,A,1,424.72,
SES_0002065,USR_04750,2025-05-31,1,1,1,1,1,A,1,41.42,
SES_0002066,USR_02823,2025-10-17,1,1,1,0,0,A,0,0.0,4.0
SES_0002067,USR_02140,2026-03-15,1,1,1,1,0,A,0,0.0,5.0
SES_0002068,USR_01483,2025-12-22,1,1,1,1,1,B,1,335.68,
SES_0002069,USR_05494,2025-10-26,1,1,1,1,1,B,1,157.21,
SES_0002070,USR_02661,2026-01-07,1,1,1,0,0,B,0,0.0,4.0
SES_0002071,USR_07602,2025-12-13,1,0,0,0,0,A,0,0.0,2.0
SES_0002072,USR_02477,2025-10-17,1,1,1,1,1,B,1,179.16,
SES_0002073,USR_02692,2025-05-04,1,1,1,1,1,A,1,42.61,
SES_0002074,USR_08993,2026-01-01,1,1,1,0,0,A,0,0.0,4.0
SES_0002075,USR_08295,2025-04-27,1,1,1,1,1,A,1,79.77,
SES_0002076,USR_06915,2025-12-31,1,1,1,1,1,A,1,177.08,
SES_0002077,USR_02042,2025-11-16,1,1,1,1,1,A,1,69.35,
SES_0002078,USR_08327,2025-10-27,1,0,0,0,0,B,0,0.0,2.0
SES_0002079,USR_00890,2025-08-12,1,1,1,1,1,A,1,89.99,
SES_0002080,USR_08110,2025-07-27,1,1,0,0,0,B,0,0.0,3.0
SES_0002081,USR_07142,2025-06-28,1,1,1,1,1,A,1,180.65,
SES_0002082,USR_06409,2025-05-14,1,1,1,1,1,B,1,72.98,
SES_0002083,USR_06784,2026-02-26,1,1,1,1,1,B,1,111.15,
SES_0002084,USR_03551,2025-11-03,1,0,0,0,0,A,0,0.0,2.0
SES_0002085,USR_05234,2025-08-24,1,1,0,0,0,A,0,0.0,3.0
SES_0002086,USR_06567,2025-06-17,1,1,1,1,1,A,1,169.64,
SES_0002087,USR_04751,2025-12-09,1,1,1,1,1,B,1,381.34,
SES_0002088,USR_09378,2025-09-24,1,0,0,0,0,A,0,0.0,2.0
SES_0002089,USR_07067,2026-03-11,1,1,1,1,1,A,1,67.99,
SES_0002090,USR_06605,2026-03-04,1,0,0,0,0,A,0,0.0,2.0
SES_0002091,USR_02412,2025-12-07,1,1,0,0,0,A,0,0.0,3.0
SES_0002092,USR_04861,2025-08-17,1,1,1,1,1,B,1,46.16,
SES_0002093,USR_01414,2025-05-11,1,1,1,0,0,B,0,0.0,4.0
SES_0002094,USR_02476,2025-12-23,1,1,1,1,1,A,1,69.12,
SES_0002095,USR_05528,2026-02-17,1,1,0,0,0,A,0,0.0,3.0
SES_0002096,USR_01243,2025-06-07,1,1,1,1,1,B,1,143.74,
SES_0002097,USR_08602,2025-11-04,1,1,1,1,1,A,1,63.28,
SES_0002098,USR_04760,2025-10-01,1,1,1,1,1,B,1,171.09,
SES_0002099,USR_07326,2025-10-16,1,0,0,0,0,A,0,0.0,2.0
SES_0002100,USR_08208,2026-03-13,1,1,1,1,1,B,1,100.71,
SES_0002101,USR_01836,2026-03-09,1,1,0,0,0,B,0,0.0,3.0
SES_0002102,USR_00496,2025-10-23,1,1,1,1,0,A,0,0.0,5.0
SES_0002103,USR_08245,2026-03-03,1,1,1,1,1,A,1,175.14,
SES_0002104,USR_03436,2025-04-01,1,1,1,1,1,B,1,13.29,
SES_0002105,USR_03765,2025-07-19,1,1,1,1,1,A,1,78.48,
SES_0002106,USR_01028,2025-06-28,1,1,1,1,1,A,1,127.17,
SES_0002107,USR_08129,2025-11-25,1,0,0,0,0,B,0,0.0,2.0
SES_0002108,USR_04394,2025-04-14,1,1,0,0,0,B,0,0.0,3.0
SES_0002109,USR_05210,2025-09-15,1,0,0,0,0,A,0,0.0,2.0
SES_0002110,USR_09146,2025-12-20,1,1,0,0,0,B,0,0.0,3.0
SES_0002111,USR_07048,2025-08-31,1,1,0,0,0,B,0,0.0,3.0
SES_0002112,USR_04247,2026-03-03,1,1,0,0,0,B,0,0.0,3.0
SES_0002113,USR_01500,2025-09-14,1,1,1,1,1,A,1,19.86,
SES_0002114,USR_00050,2025-06-01,1,0,0,0,0,A,0,0.0,2.0
SES_0002115,USR_07607,2025-05-27,1,1,1,1,0,B,0,0.0,5.0
SES_0002116,USR_00497,2025-12-14,1,0,0,0,0,A,0,0.0,2.0
SES_0002117,USR_02449,2026-02-14,1,1,1,1,1,B,1,273.77,
SES_0002118,USR_00505,2025-12-24,1,0,0,0,0,A,0,0.0,2.0
SES_0002119,USR_08915,2026-02-28,1,1,1,1,0,B,0,0.0,5.0
SES_0002120,USR_06422,2025-04-17,1,1,0,0,0,A,0,0.0,3.0
SES_0002121,USR_03748,2026-02-23,1,1,0,0,0,B,0,0.0,3.0
SES_0002122,USR_03957,2026-03-23,1,0,0,0,0,B,0,0.0,2.0
SES_0002123,USR_03792,2026-03-19,1,1,1,1,1,A,1,94.51,
SES_0002124,USR_08374,2025-12-23,1,1,0,0,0,A,0,0.0,3.0
SES_0002125,USR_05430,2025-09-01,1,0,0,0,0,B,0,0.0,2.0
SES_0002126,USR_01128,2025-03-31,1,0,0,0,0,B,0,0.0,2.0
SES_0002127,USR_01205,2026-01-29,1,1,1,1,1,B,1,677.47,
SES_0002128,USR_08440,2025-07-31,1,0,0,0,0,A,0,0.0,2.0
SES_0002129,USR_09091,2026-02-15,1,1,1,1,1,B,1,199.92,
SES_0002130,USR_06640,2026-02-28,1,0,0,0,0,A,0,0.0,2.0
SES_0002131,USR_07329,2025-08-14,1,1,1,1,1,B,1,111.18,
SES_0002132,USR_04841,2025-07-01,1,1,1,1,1,A,1,152.22,
SES_0002133,USR_04101,2025-09-25,1,1,1,1,0,B,0,0.0,5.0
SES_0002134,USR_03876,2025-10-22,1,1,1,1,1,A,1,177.0,
SES_0002135,USR_05629,2025-07-31,1,1,1,1,1,A,1,26.0,
SES_0002136,USR_00014,2026-02-04,1,1,1,1,1,A,1,98.21,
SES_0002137,USR_01604,2026-02-13,1,1,0,0,0,A,0,0.0,3.0
SES_0002138,USR_04824,2026-03-23,1,1,1,1,0,B,0,0.0,5.0
SES_0002139,USR_03652,2025-10-30,1,1,0,0,0,B,0,0.0,3.0
SES_0002140,USR_05368,2026-02-11,1,1,0,0,0,A,0,0.0,3.0
SES_0002141,USR_06616,2025-06-08,1,1,0,0,0,B,0,0.0,3.0
SES_0002142,USR_00864,2026-03-02,1,0,0,0,0,A,0,0.0,2.0
SES_0002143,USR_01203,2026-01-20,1,0,0,0,0,B,0,0.0,2.0
SES_0002144,USR_07111,2026-01-24,1,1,1,1,1,A,1,12.88,
SES_0002145,USR_07538,2025-04-04,1,1,0,0,0,A,0,0.0,3.0
SES_0002146,USR_06960,2026-03-02,1,1,1,0,0,A,0,0.0,4.0
SES_0002147,USR_04830,2025-05-26,1,0,0,0,0,A,0,0.0,2.0
SES_0002148,USR_05452,2025-06-09,1,1,1,1,1,A,1,157.93,
SES_0002149,USR_07860,2025-09-13,1,1,0,0,0,B,0,0.0,3.0
SES_0002150,USR_04931,2025-10-28,1,1,1,1,1,A,1,156.66,
SES_0002151,USR_01901,2025-07-16,1,1,1,1,1,B,1,139.13,
SES_0002152,USR_01151,2025-07-21,1,1,1,1,1,A,1,63.93,
SES_0002153,USR_09008,2025-04-27,1,1,1,1,0,A,0,0.0,5.0
SES_0002154,USR_04747,2025-11-11,1,1,1,1,1,A,1,112.3,
SES_0002155,USR_06274,2025-08-01,1,1,1,1,1,B,1,57.21,
SES_0002156,USR_05747,2025-08-14,1,1,1,1,1,A,1,122.1,
SES_0002157,USR_02638,2025-05-16,1,1,1,1,1,A,1,110.91,
SES_0002158,USR_03509,2025-07-10,1,1,1,1,1,B,1,93.22,
SES_0002159,USR_01114,2025-04-11,1,0,0,0,0,A,0,0.0,2.0
SES_0002160,USR_08308,2025-09-16,1,1,0,0,0,A,0,0.0,3.0
SES_0002161,USR_03695,2026-02-11,1,1,1,1,1,A,1,48.44,
SES_0002162,USR_05648,2025-10-19,1,1,1,1,1,B,1,279.0,
SES_0002163,USR_08831,2025-06-18,1,1,0,0,0,A,0,0.0,3.0
SES_0002164,USR_06395,2025-12-30,1,0,0,0,0,B,0,0.0,2.0
SES_0002165,USR_03021,2025-06-02,1,0,0,0,0,B,0,0.0,2.0
SES_0002166,USR_00439,2025-10-26,1,1,1,1,1,B,1,84.81,
SES_0002167,USR_06508,2025-09-25,1,1,1,1,1,A,1,127.26,
SES_0002168,USR_09512,2025-07-02,1,1,1,1,1,B,1,175.33,
SES_0002169,USR_02637,2025-09-15,1,1,0,0,0,A,0,0.0,3.0
SES_0002170,USR_08598,2025-04-20,1,0,0,0,0,A,0,0.0,2.0
SES_0002171,USR_07714,2025-10-10,1,1,0,0,0,A,0,0.0,3.0
SES_0002172,USR_00961,2026-02-13,1,1,1,1,1,B,1,259.23,
SES_0002173,USR_09738,2025-05-22,1,1,1,1,0,B,0,0.0,5.0
SES_0002174,USR_02306,2026-03-20,1,1,1,1,1,B,1,39.79,
SES_0002175,USR_05279,2025-09-28,1,1,1,1,1,A,1,73.09,
SES_0002176,USR_01752,2025-09-09,1,1,1,1,1,A,1,38.17,
SES_0002177,USR_09604,2025-12-11,1,0,0,0,0,B,0,0.0,2.0
SES_0002178,USR_01762,2026-03-05,1,1,1,1,1,A,1,168.29,
SES_0002179,USR_07055,2025-10-28,1,1,1,1,0,B,0,0.0,5.0
SES_0002180,USR_08143,2025-10-01,1,0,0,0,0,A,0,0.0,2.0
SES_0002181,USR_03001,2025-12-31,1,1,1,1,1,A,1,175.82,
SES_0002182,USR_08089,2025-03-28,1,0,0,0,0,B,0,0.0,2.0
SES_0002183,USR_06940,2025-09-10,1,0,0,0,0,A,0,0.0,2.0
SES_0002184,USR_06188,2025-08-30,1,0,0,0,0,B,0,0.0,2.0
SES_0002185,USR_04599,2025-09-13,1,1,1,1,1,B,1,157.82,
SES_0002186,USR_06871,2025-06-24,1,0,0,0,0,B,0,0.0,2.0
SES_0002187,USR_09490,2025-04-12,1,1,0,0,0,A,0,0.0,3.0
SES_0002188,USR_06070,2025-11-20,1,1,1,1,1,B,1,151.44,
SES_0002189,USR_00642,2025-10-03,1,1,1,0,0,A,0,0.0,4.0
SES_0002190,USR_05756,2025-06-09,1,1,1,1,1,B,1,40.9,
SES_0002191,USR_04788,2025-05-24,1,1,0,0,0,B,0,0.0,3.0
SES_0002192,USR_01445,2025-12-17,1,1,1,0,0,B,0,0.0,4.0
SES_0002193,USR_01701,2025-08-04,1,1,1,1,1,B,1,86.74,
SES_0002194,USR_07822,2026-01-03,1,1,1,0,0,B,0,0.0,4.0
SES_0002195,USR_05158,2025-06-01,1,0,0,0,0,A,0,0.0,2.0
SES_0002196,USR_04109,2025-11-06,1,1,1,1,1,A,1,55.22,
SES_0002197,USR_09529,2025-12-07,1,1,0,0,0,A,0,0.0,3.0
SES_0002198,USR_05760,2025-11-06,1,0,0,0,0,B,0,0.0,2.0
SES_0002199,USR_06148,2025-08-11,1,0,0,0,0,B,0,0.0,2.0
SES_0002200,USR_03029,2025-06-26,1,0,0,0,0,A,0,0.0,2.0
SES_0002201,USR_05237,2026-01-28,1,1,1,1,1,B,1,48.54,
SES_0002202,USR_06862,2025-10-17,1,1,1,1,1,B,1,65.56,
SES_0002203,USR_07320,2025-11-16,1,0,0,0,0,B,0,0.0,2.0
SES_0002204,USR_05417,2025-04-03,1,1,1,0,0,B,0,0.0,4.0
SES_0002205,USR_01169,2026-02-05,1,1,1,0,0,A,0,0.0,4.0
SES_0002206,USR_08839,2025-09-02,1,1,1,0,0,A,0,0.0,4.0
SES_0002207,USR_05150,2025-04-17,1,1,1,1,1,B,1,22.4,
SES_0002208,USR_09322,2025-03-26,1,0,0,0,0,B,0,0.0,2.0
SES_0002209,USR_07253,2025-04-29,1,1,1,1,1,A,1,72.58,
SES_0002210,USR_07802,2025-08-01,1,1,1,1,1,B,1,40.33,
SES_0002211,USR_03220,2025-10-18,1,1,1,1,1,B,1,52.37,
SES_0002212,USR_08764,2025-11-12,1,1,1,1,1,A,1,33.2,
SES_0002213,USR_01479,2025-05-24,1,0,0,0,0,A,0,0.0,2.0
SES_0002214,USR_09276,2025-04-21,1,1,1,1,1,A,1,103.19,
SES_0002215,USR_00272,2025-06-26,1,1,0,0,0,B,0,0.0,3.0
SES_0002216,USR_05055,2025-04-12,1,1,1,1,0,A,0,0.0,5.0
SES_0002217,USR_02601,2025-09-28,1,1,1,1,1,A,1,95.96,
SES_0002218,USR_01988,2025-08-26,1,0,0,0,0,B,0,0.0,2.0
SES_0002219,USR_00642,2025-04-25,1,1,1,1,1,B,1,56.09,
SES_0002220,USR_08107,2026-03-04,1,1,1,1,1,B,1,123.96,
SES_0002221,USR_07285,2025-05-22,1,0,0,0,0,A,0,0.0,2.0
SES_0002222,USR_09002,2025-08-26,1,1,0,0,0,A,0,0.0,3.0
SES_0002223,USR_02677,2026-03-08,1,1,1,1,1,B,1,124.04,
SES_0002224,USR_01674,2025-04-01,1,1,1,0,0,B,0,0.0,4.0
SES_0002225,USR_04054,2025-12-19,1,1,1,1,1,A,1,75.49,
SES_0002226,USR_04540,2025-11-06,1,1,1,1,0,A,0,0.0,5.0
SES_0002227,USR_02475,2026-01-26,1,1,1,0,0,A,0,0.0,4.0
SES_0002228,USR_02163,2025-07-04,1,1,1,1,1,A,1,86.5,
SES_0002229,USR_08705,2025-11-15,1,1,1,1,1,B,1,102.42,
SES_0002230,USR_07505,2025-08-08,1,1,0,0,0,A,0,0.0,3.0
SES_0002231,USR_07553,2025-11-10,1,0,0,0,0,B,0,0.0,2.0
SES_0002232,USR_06687,2025-11-11,1,1,1,1,0,A,0,0.0,5.0
SES_0002233,USR_08458,2025-09-06,1,1,1,1,1,A,1,109.11,
SES_0002234,USR_00748,2026-02-22,1,1,1,1,1,B,1,194.75,
SES_0002235,USR_07001,2025-05-08,1,0,0,0,0,A,0,0.0,2.0
SES_0002236,USR_02461,2026-01-25,1,0,0,0,0,B,0,0.0,2.0
SES_0002237,USR_01914,2025-04-26,1,1,1,1,1,A,1,355.85,
SES_0002238,USR_06585,2025-05-21,1,1,1,1,0,B,0,0.0,5.0
SES_0002239,USR_02654,2025-09-26,1,1,1,1,1,B,1,46.9,
SES_0002240,USR_03623,2025-07-18,1,1,1,1,1,A,1,28.12,
SES_0002241,USR_00471,2025-04-23,1,1,1,1,1,B,1,274.47,
SES_0002242,USR_04631,2025-03-28,1,1,1,1,1,B,1,89.14,
SES_0002243,USR_02213,2026-01-09,1,0,0,0,0,A,0,0.0,2.0
SES_0002244,USR_07003,2025-06-15,1,1,0,0,0,B,0,0.0,3.0
SES_0002245,USR_01209,2025-05-27,1,1,1,1,1,B,1,50.44,
SES_0002246,USR_08226,2025-06-05,1,1,1,1,1,A,1,28.32,
SES_0002247,USR_00180,2026-03-09,1,1,1,1,1,A,1,72.42,
SES_0002248,USR_07703,2025-07-22,1,1,1,1,1,A,1,63.42,
SES_0002249,USR_05776,2026-03-17,1,1,1,1,1,B,1,63.3,
SES_0002250,USR_05657,2025-08-21,1,1,1,1,1,A,1,110.88,
SES_0002251,USR_09241,2025-09-21,1,1,1,1,1,A,1,45.17,
SES_0002252,USR_06399,2025-05-12,1,1,1,1,1,B,1,50.89,
SES_0002253,USR_08777,2026-02-01,1,1,0,0,0,A,0,0.0,3.0
SES_0002254,USR_04031,2025-05-31,1,0,0,0,0,A,0,0.0,2.0
SES_0002255,USR_03539,2025-03-26,1,0,0,0,0,A,0,0.0,2.0
SES_0002256,USR_05719,2025-05-29,1,0,0,0,0,B,0,0.0,2.0
SES_0002257,USR_05187,2025-06-15,1,1,0,0,0,A,0,0.0,3.0
SES_0002258,USR_00532,2026-03-24,1,0,0,0,0,B,0,0.0,2.0
SES_0002259,USR_09236,2025-11-13,1,1,1,0,0,A,0,0.0,4.0
SES_0002260,USR_08685,2025-11-26,1,1,1,1,1,B,1,59.68,
SES_0002261,USR_06442,2025-09-13,1,1,1,1,1,A,1,52.96,
SES_0002262,USR_05537,2025-06-21,1,1,1,1,1,A,1,213.83,
SES_0002263,USR_01185,2026-02-02,1,1,1,1,1,A,1,128.63,
SES_0002264,USR_01087,2026-02-19,1,1,1,1,1,A,1,194.5,
SES_0002265,USR_04325,2026-01-29,1,1,1,0,0,B,0,0.0,4.0
SES_0002266,USR_03049,2025-08-15,1,1,1,0,0,B,0,0.0,4.0
SES_0002267,USR_02677,2025-09-25,1,1,1,1,1,B,1,85.97,
SES_0002268,USR_04694,2025-10-05,1,0,0,0,0,B,0,0.0,2.0
SES_0002269,USR_09127,2025-07-31,1,1,0,0,0,A,0,0.0,3.0
SES_0002270,USR_05878,2026-01-02,1,1,1,1,1,B,1,49.26,
SES_0002271,USR_08660,2026-01-22,1,1,1,0,0,A,0,0.0,4.0
SES_0002272,USR_06622,2025-03-27,1,1,1,1,1,B,1,64.43,
SES_0002273,USR_04070,2025-06-06,1,1,1,0,0,A,0,0.0,4.0
SES_0002274,USR_09913,2025-07-24,1,1,0,0,0,A,0,0.0,3.0
SES_0002275,USR_01498,2025-08-24,1,1,0,0,0,A,0,0.0,3.0
SES_0002276,USR_09844,2026-03-20,1,1,0,0,0,A,0,0.0,3.0
SES_0002277,USR_09915,2025-05-07,1,0,0,0,0,B,0,0.0,2.0
SES_0002278,USR_02145,2025-12-02,1,1,1,1,1,B,1,129.75,
SES_0002279,USR_08034,2025-05-16,1,1,1,1,1,B,1,156.99,
SES_0002280,USR_03881,2025-10-04,1,1,1,1,1,A,1,32.88,
SES_0002281,USR_07475,2026-01-08,1,1,0,0,0,A,0,0.0,3.0
SES_0002282,USR_07936,2025-09-27,1,1,1,1,1,A,1,58.27,
SES_0002283,USR_06796,2025-07-26,1,0,0,0,0,A,0,0.0,2.0
SES_0002284,USR_07657,2026-01-30,1,1,0,0,0,A,0,0.0,3.0
SES_0002285,USR_01712,2025-11-17,1,1,1,1,1,A,1,117.11,
SES_0002286,USR_01118,2025-09-03,1,1,1,1,1,A,1,115.41,
SES_0002287,USR_07987,2025-12-27,1,1,1,1,1,A,1,236.77,
SES_0002288,USR_02775,2025-11-25,1,0,0,0,0,A,0,0.0,2.0
SES_0002289,USR_05081,2025-10-04,1,1,1,1,1,A,1,43.04,
SES_0002290,USR_05957,2025-06-20,1,1,1,1,1,A,1,20.99,
SES_0002291,USR_07021,2025-07-28,1,1,0,0,0,B,0,0.0,3.0
SES_0002292,USR_02083,2025-04-28,1,1,1,1,1,A,1,27.74,
SES_0002293,USR_06006,2025-12-16,1,1,1,1,1,A,1,46.09,
SES_0002294,USR_06236,2025-12-17,1,1,1,1,1,A,1,63.3,
SES_0002295,USR_03104,2025-09-26,1,0,0,0,0,A,0,0.0,2.0
SES_0002296,USR_03789,2025-12-02,1,1,1,0,0,B,0,0.0,4.0
SES_0002297,USR_08985,2025-10-30,1,1,1,1,1,A,1,57.86,
SES_0002298,USR_01042,2025-07-07,1,1,1,0,0,B,0,0.0,4.0
SES_0002299,USR_00082,2025-09-17,1,1,1,1,1,A,1,66.53,
SES_0002300,USR_01071,2025-11-23,1,1,1,1,1,B,1,141.53,
SES_0002301,USR_01672,2026-02-20,1,1,0,0,0,B,0,0.0,3.0
SES_0002302,USR_09234,2026-03-25,1,1,1,1,1,B,1,20.61,
SES_0002303,USR_05168,2025-05-15,1,1,1,1,1,B,1,188.67,
SES_0002304,USR_02611,2026-01-31,1,0,0,0,0,A,0,0.0,2.0
SES_0002305,USR_02169,2025-04-17,1,1,1,1,1,A,1,104.83,
SES_0002306,USR_02592,2025-08-02,1,1,1,1,1,A,1,105.09,
SES_0002307,USR_08897,2025-12-14,1,0,0,0,0,B,0,0.0,2.0
SES_0002308,USR_06158,2025-04-15,1,1,1,1,1,A,1,104.09,
SES_0002309,USR_01188,2025-04-17,1,0,0,0,0,A,0,0.0,2.0
SES_0002310,USR_02944,2026-01-13,1,1,1,1,1,A,1,46.97,
SES_0002311,USR_08095,2025-12-03,1,1,1,1,1,A,1,173.86,
SES_0002312,USR_03660,2025-12-13,1,0,0,0,0,A,0,0.0,2.0
SES_0002313,USR_07890,2026-01-29,1,1,1,1,1,A,1,108.94,
SES_0002314,USR_06691,2025-05-23,1,1,1,1,1,A,1,95.16,
SES_0002315,USR_01096,2025-06-19,1,0,0,0,0,B,0,0.0,2.0
SES_0002316,USR_08127,2025-10-21,1,1,0,0,0,B,0,0.0,3.0
SES_0002317,USR_08490,2025-07-06,1,0,0,0,0,B,0,0.0,2.0
SES_0002318,USR_07094,2025-04-16,1,1,1,1,0,A,0,0.0,5.0
SES_0002319,USR_01822,2025-09-05,1,1,1,1,1,B,1,90.69,
SES_0002320,USR_06710,2025-07-29,1,1,1,0,0,A,0,0.0,4.0
SES_0002321,USR_00734,2026-03-07,1,1,1,0,0,A,0,0.0,4.0
SES_0002322,USR_01121,2025-12-04,1,0,0,0,0,B,0,0.0,2.0
SES_0002323,USR_03651,2025-09-22,1,1,1,0,0,B,0,0.0,4.0
SES_0002324,USR_00821,2025-07-08,1,1,0,0,0,B,0,0.0,3.0
SES_0002325,USR_00935,2025-04-30,1,1,1,1,1,B,1,82.34,
SES_0002326,USR_01518,2026-01-11,1,1,1,1,1,B,1,97.26,
SES_0002327,USR_07125,2025-09-19,1,1,1,1,1,B,1,77.41,
SES_0002328,USR_00162,2025-05-07,1,1,1,1,1,A,1,35.81,
SES_0002329,USR_02402,2025-10-19,1,1,1,1,1,B,1,295.36,
SES_0002330,USR_08601,2025-04-07,1,1,1,1,1,A,1,44.12,
SES_0002331,USR_07498,2025-08-12,1,0,0,0,0,B,0,0.0,2.0
SES_0002332,USR_04831,2025-03-28,1,1,1,1,1,A,1,67.16,
SES_0002333,USR_09623,2026-01-31,1,1,0,0,0,A,0,0.0,3.0
SES_0002334,USR_09059,2025-12-08,1,1,1,0,0,A,0,0.0,4.0
SES_0002335,USR_04628,2025-09-05,1,0,0,0,0,B,0,0.0,2.0
SES_0002336,USR_00563,2025-05-14,1,1,1,1,1,B,1,78.08,
SES_0002337,USR_02219,2025-07-30,1,1,1,0,0,B,0,0.0,4.0
SES_0002338,USR_07699,2025-12-07,1,1,1,1,1,B,1,347.81,
SES_0002339,USR_05805,2026-01-04,1,1,0,0,0,B,0,0.0,3.0
SES_0002340,USR_03025,2026-01-05,1,1,1,1,1,B,1,84.59,
SES_0002341,USR_07681,2026-01-20,1,0,0,0,0,A,0,0.0,2.0
SES_0002342,USR_08678,2025-11-14,1,1,1,0,0,A,0,0.0,4.0
SES_0002343,USR_04828,2025-10-25,1,0,0,0,0,B,0,0.0,2.0
SES_0002344,USR_06466,2025-06-23,1,1,1,1,1,A,1,65.69,
SES_0002345,USR_09664,2025-09-30,1,1,1,1,1,A,1,62.81,
SES_0002346,USR_06150,2025-06-25,1,1,1,1,1,A,1,30.15,
SES_0002347,USR_05770,2025-11-30,1,0,0,0,0,B,0,0.0,2.0
SES_0002348,USR_04444,2025-11-15,1,1,0,0,0,B,0,0.0,3.0
SES_0002349,USR_03828,2026-01-09,1,1,0,0,0,B,0,0.0,3.0
SES_0002350,USR_08456,2025-11-06,1,0,0,0,0,A,0,0.0,2.0
SES_0002351,USR_07399,2026-01-02,1,1,1,1,1,B,1,134.8,
SES_0002352,USR_04454,2025-10-17,1,1,1,1,1,A,1,146.66,
SES_0002353,USR_04211,2026-03-24,1,1,0,0,0,A,0,0.0,3.0
SES_0002354,USR_00082,2025-05-02,1,0,0,0,0,A,0,0.0,2.0
SES_0002355,USR_08490,2025-09-07,1,1,1,1,1,A,1,57.83,
SES_0002356,USR_08044,2025-06-10,1,0,0,0,0,B,0,0.0,2.0
SES_0002357,USR_00348,2026-01-03,1,0,0,0,0,B,0,0.0,2.0
SES_0002358,USR_03824,2026-02-06,1,1,0,0,0,B,0,0.0,3.0
SES_0002359,USR_07958,2025-07-15,1,1,1,1,1,B,1,156.63,
SES_0002360,USR_01488,2025-04-08,1,1,1,1,1,B,1,214.93,
SES_0002361,USR_03064,2025-05-28,1,1,1,1,1,A,1,17.66,
SES_0002362,USR_02685,2025-06-08,1,1,1,1,1,B,1,222.56,
SES_0002363,USR_02700,2025-07-15,1,1,1,0,0,B,0,0.0,4.0
SES_0002364,USR_01020,2025-11-03,1,1,1,1,1,A,1,135.2,
SES_0002365,USR_09743,2025-05-28,1,1,1,1,1,A,1,89.52,
SES_0002366,USR_06609,2025-11-18,1,1,1,1,1,B,1,353.47,
SES_0002367,USR_05474,2025-11-23,1,1,0,0,0,B,0,0.0,3.0
SES_0002368,USR_06118,2026-01-14,1,0,0,0,0,B,0,0.0,2.0
SES_0002369,USR_00649,2025-06-07,1,1,1,1,1,B,1,97.73,
SES_0002370,USR_08923,2025-09-17,1,0,0,0,0,B,0,0.0,2.0
SES_0002371,USR_00742,2025-04-24,1,1,0,0,0,A,0,0.0,3.0
SES_0002372,USR_04410,2025-06-19,1,1,1,0,0,B,0,0.0,4.0
SES_0002373,USR_01794,2025-12-12,1,1,1,1,1,A,1,22.89,
SES_0002374,USR_09152,2025-04-16,1,1,1,1,1,A,1,108.63,
SES_0002375,USR_00878,2026-01-26,1,0,0,0,0,B,0,0.0,2.0
SES_0002376,USR_02134,2025-07-04,1,1,1,1,1,B,1,72.75,
SES_0002377,USR_02634,2025-05-05,1,1,1,0,0,B,0,0.0,4.0
SES_0002378,USR_09817,2026-02-13,1,1,1,0,0,B,0,0.0,4.0
SES_0002379,USR_02191,2025-12-15,1,1,1,1,1,B,1,54.49,
