application_id,credit_score,annual_income,loan_amount,loan_purpose,employment_years,debt_to_income,approved,interest_rate,default_flag,origination_date
APP_000872,737,99242.04,5294.2,personal,2.4,0.2996,1,8.09,0,2024-03-30
APP_000873,615,115842.78,18666.97,home_improvement,2.7,0.4425,0,9.0,0,2023-04-14
APP_000874,638,26072.75,6989.13,home_improvement,2.2,0.3323,0,10.18,0,2025-04-22
APP_000875,668,41916.01,3866.93,personal,1.4,0.51,0,8.47,0,2024-10-10
APP_000876,765,65634.74,6372.05,personal,0.4,0.2228,1,7.84,0,2023-09-26
APP_000877,663,52469.32,8673.53,home_improvement,4.9,0.4066,1,8.84,0,2023-04-16
APP_000878,755,67945.61,2976.58,auto,3.1,0.05,1,7.83,0,2025-07-03
APP_000879,729,75256.79,8852.76,auto,3.0,0.191,1,7.9,0,2026-03-11
APP_000880,673,54686.32,5857.41,business,3.9,0.3461,1,7.38,0,2023-12-24
APP_000881,505,37082.83,4859.81,auto,5.0,0.6353,0,12.07,0,2023-11-22
APP_000882,661,113489.32,8484.33,home_improvement,3.5,0.1598,1,9.37,0,2026-02-13
APP_000883,691,58173.28,3542.98,auto,4.4,0.2272,1,8.7,0,2023-04-05
APP_000884,614,111670.76,7936.06,auto,3.6,0.4164,0,10.05,0,2025-07-14
APP_000885,741,117457.97,14488.19,personal,9.9,0.2041,1,8.26,0,2024-09-27
APP_000886,742,109420.58,10463.37,auto,2.1,0.1837,1,8.19,0,2024-04-17
APP_000887,674,84761.25,5101.18,personal,4.9,0.2043,1,7.39,0,2023-11-24
APP_000888,602,73917.22,11694.21,auto,0.9,0.4053,0,8.65,0,2025-05-30
APP_000889,805,243827.45,9316.09,auto,2.1,0.3688,1,8.07,0,2025-08-21
APP_000890,798,75911.88,5206.84,auto,4.5,0.2285,1,7.62,0,2024-08-17
APP_000891,675,83216.78,7818.43,home_improvement,13.4,0.2235,1,8.67,1,2026-01-17
APP_000892,646,47164.91,14918.7,personal,1.2,0.4236,1,9.27,1,2024-01-19
APP_000893,593,72956.63,10166.27,auto,3.9,0.345,0,10.5,0,2025-02-11
APP_000894,659,66847.65,7045.46,personal,3.8,0.1825,1,9.61,1,2023-07-01
APP_000895,683,66096.99,6275.89,personal,1.7,0.2934,1,8.96,1,2025-12-26
APP_000896,642,83636.39,9306.28,home_improvement,3.6,0.4114,1,8.65,1,2026-03-13
APP_000897,640,45564.36,7407.21,personal,10.8,0.4656,0,9.47,0,2023-06-18
APP_000898,546,24643.43,6708.31,debt_consolidation,2.0,0.4685,0,10.55,0,2025-02-25
APP_000899,656,109786.54,9003.58,personal,1.1,0.4139,1,9.13,0,2025-03-06
APP_000900,744,52416.9,6365.43,personal,0.5,0.0662,1,8.56,1,2024-10-07
APP_000901,670,47909.3,19072.99,debt_consolidation,4.6,0.2732,1,7.74,0,2026-02-09
APP_000902,725,68094.15,8543.51,debt_consolidation,1.4,0.2195,1,8.23,1,2024-06-14
APP_000903,674,61075.17,17195.81,home_improvement,2.1,0.3124,1,8.07,0,2024-09-25
APP_000904,640,52394.35,13493.2,personal,4.0,0.4789,0,9.86,0,2024-09-29
APP_000905,698,59410.59,35000.0,personal,2.4,0.4144,1,8.52,0,2025-01-18
APP_000906,780,127333.97,3163.03,auto,2.1,0.1706,1,7.71,0,2025-03-23
APP_000907,718,287524.05,18410.54,home_improvement,28.6,0.462,0,7.88,0,2023-10-29
APP_000908,663,27046.88,13663.17,home_improvement,2.6,0.282,1,8.43,0,2024-05-16
APP_000909,568,29872.98,8577.38,personal,2.0,0.4008,0,9.79,0,2023-10-03
APP_000910,602,53931.95,10017.37,home_improvement,2.0,0.4458,0,9.57,0,2024-12-20
APP_000911,705,92166.44,4230.3,personal,7.1,0.3683,1,8.16,0,2023-10-17
APP_000912,676,47571.05,8520.92,personal,2.9,0.289,0,8.57,0,2023-06-23
APP_000913,765,160135.37,7186.79,home_improvement,27.5,0.2545,1,7.93,0,2025-02-16
APP_000914,700,56378.63,17218.32,debt_consolidation,10.7,0.3393,1,7.61,0,2024-09-23
APP_000915,656,49641.91,9772.55,personal,2.3,0.1519,1,8.69,0,2023-05-14
APP_000916,692,113760.38,6166.72,debt_consolidation,6.0,0.2506,1,7.44,0,2025-12-27
APP_000917,699,85389.38,31355.36,auto,12.7,0.2683,1,7.85,0,2023-06-22
APP_000918,646,48037.41,3592.57,home_improvement,2.6,0.437,1,9.53,0,2025-03-08
APP_000919,723,52786.13,4564.77,personal,3.3,0.4352,1,7.51,0,2024-01-24
APP_000920,689,48655.88,13011.8,debt_consolidation,7.3,0.4957,0,8.05,0,2025-08-17
APP_000921,738,66727.22,35000.0,personal,16.0,0.2075,1,8.29,0,2025-07-20
APP_000922,600,33127.18,23348.02,debt_consolidation,17.3,0.2946,0,10.14,0,2025-12-28
APP_000923,551,38011.33,4483.92,auto,7.3,0.2934,0,10.19,0,2023-09-20
APP_000924,683,67777.86,9612.61,home_improvement,3.3,0.5365,1,8.0,0,2024-01-05
APP_000925,671,84740.16,24337.81,debt_consolidation,0.5,0.338,1,9.43,1,2024-01-13
APP_000926,670,68766.42,15700.96,debt_consolidation,2.7,0.3096,1,8.35,0,2023-05-26
APP_000927,706,87732.37,8545.89,debt_consolidation,3.8,0.1526,1,8.43,1,2026-03-10
APP_000928,663,39833.08,5162.25,debt_consolidation,5.1,0.3081,1,8.25,0,2023-05-30
APP_000929,647,48326.63,12073.35,auto,7.1,0.4535,0,8.73,0,2024-09-04
APP_000930,756,56905.73,7169.63,personal,1.3,0.378,1,7.9,0,2024-06-01
APP_000931,662,68828.12,3320.01,business,9.5,0.305,1,8.53,0,2025-07-02
APP_000932,702,50920.81,11595.47,personal,1.0,0.3346,1,8.13,0,2023-05-22
APP_000933,685,90637.65,12111.48,personal,4.9,0.3719,1,8.08,0,2024-07-30
APP_000934,658,272901.18,3948.98,debt_consolidation,2.1,0.4234,1,8.84,1,2025-03-25
APP_000935,684,16257.7,4842.38,auto,3.3,0.2858,1,8.48,0,2026-01-20
APP_000936,787,152424.82,14149.02,auto,8.8,0.0651,1,7.5,0,2025-10-29
APP_000937,771,116865.66,13375.8,personal,2.7,0.2228,1,7.75,0,2026-01-16
APP_000938,566,44318.9,3565.38,auto,0.6,0.4367,0,9.85,0,2025-08-24
APP_000939,792,105991.53,6997.32,business,1.8,0.05,1,7.22,0,2023-10-11
APP_000940,695,50274.1,14939.71,business,1.5,0.3176,1,7.88,0,2024-11-20
APP_000941,713,102354.35,7089.55,personal,4.5,0.3048,1,7.62,0,2025-09-16
APP_000942,659,47923.97,15521.15,personal,7.5,0.4032,1,8.31,0,2023-12-15
APP_000943,602,67474.49,5711.95,personal,1.9,0.2932,0,9.96,0,2023-06-21
APP_000944,607,31233.91,8288.3,debt_consolidation,1.7,0.5781,0,9.64,0,2024-02-13
APP_000945,554,29730.53,10646.84,home_improvement,20.2,0.3612,0,10.96,0,2025-11-02
APP_000946,717,88174.31,30618.33,auto,13.9,0.1983,1,8.21,0,2025-12-15
APP_000947,710,167646.08,14601.18,home_improvement,6.4,0.3498,1,7.91,0,2025-05-12
APP_000948,803,128620.53,13270.31,personal,0.3,0.2243,1,8.1,0,2024-08-23
APP_000949,662,51894.24,15532.55,personal,4.9,0.289,1,7.67,0,2024-09-07
APP_000950,692,78617.82,14664.88,business,1.9,0.2923,1,8.46,0,2024-02-18
APP_000951,757,68945.47,17511.75,debt_consolidation,1.8,0.0611,1,7.6,0,2024-01-16
APP_000952,588,216884.74,23004.26,debt_consolidation,1.9,0.3752,0,10.18,0,2024-01-22
APP_000953,619,55501.81,10981.11,personal,0.9,0.3209,0,7.92,0,2023-12-08
APP_000954,614,30438.03,7286.93,debt_consolidation,3.0,0.4356,0,10.19,0,2025-05-07
APP_000955,692,96171.63,12141.48,business,11.8,0.2465,1,8.48,0,2023-12-06
APP_000956,649,28049.65,4479.38,auto,4.3,0.2301,1,8.71,1,2024-03-20
APP_000957,615,62849.04,5906.31,auto,2.8,0.3438,0,10.17,0,2024-10-26
APP_000958,632,16591.5,10901.93,personal,2.6,0.3842,1,8.98,0,2023-10-24
APP_000959,562,49056.93,11128.97,auto,2.8,0.3975,0,10.3,0,2025-08-03
APP_000960,712,176386.91,6286.36,debt_consolidation,2.9,0.3835,1,7.86,0,2025-06-13
APP_000961,752,79257.38,9288.65,debt_consolidation,6.9,0.2443,1,8.95,0,2024-08-01
APP_000962,840,99355.33,9865.19,debt_consolidation,3.5,0.2537,1,7.49,0,2024-03-09
APP_000963,850,63662.06,9319.43,personal,30.0,0.0644,1,7.26,0,2023-12-14
APP_000964,749,62574.24,7781.27,auto,1.3,0.3036,1,8.3,1,2023-11-23
APP_000965,597,25831.41,14100.17,personal,1.2,0.1605,0,9.37,0,2023-10-03
APP_000966,693,67571.45,8928.75,home_improvement,2.0,0.0529,1,7.76,1,2023-12-18
APP_000967,784,77175.01,9154.92,home_improvement,1.9,0.2466,1,8.32,0,2025-05-08
APP_000968,695,30092.95,6718.39,home_improvement,26.5,0.2243,1,7.58,0,2023-12-02
APP_000969,728,96206.97,10680.85,auto,2.6,0.1587,1,8.73,0,2023-05-09
APP_000970,611,75361.61,6219.99,auto,2.1,0.4882,0,9.07,0,2024-02-18
APP_000971,686,70334.02,12265.44,home_improvement,9.5,0.5843,0,8.51,0,2025-12-11
APP_000972,779,80718.32,18752.72,personal,3.4,0.3377,1,8.47,0,2024-02-01
APP_000973,696,112124.54,9680.22,personal,2.9,0.4411,1,8.45,0,2024-05-07
APP_000974,746,65677.28,5092.01,debt_consolidation,2.6,0.1468,1,8.02,0,2024-03-14
APP_000975,727,198768.06,6075.48,personal,0.3,0.3181,1,7.36,0,2025-12-19
APP_000976,610,69058.64,5565.71,auto,2.2,0.4567,0,9.85,0,2025-03-17
APP_000977,610,94279.17,12229.8,personal,4.1,0.2474,0,9.5,0,2026-03-16
APP_000978,671,70338.33,10879.29,debt_consolidation,6.8,0.3048,1,8.65,0,2024-12-28
APP_000979,727,101449.94,15201.32,auto,3.5,0.3425,1,6.97,0,2024-06-02
APP_000980,649,57171.17,7288.54,debt_consolidation,11.2,0.3726,1,8.72,0,2025-09-02
APP_000981,656,94371.07,12481.14,auto,15.4,0.4461,1,8.72,1,2025-01-23
APP_000982,638,46678.44,9625.97,debt_consolidation,3.4,0.3481,0,9.04,0,2023-12-19
APP_000983,722,44872.52,26995.07,personal,1.0,0.2634,1,7.85,0,2024-12-01
APP_000984,663,153609.62,4352.13,auto,6.5,0.2597,1,8.31,0,2023-11-29
APP_000985,776,27846.05,12329.83,debt_consolidation,4.9,0.446,1,9.22,0,2024-07-01
APP_000986,705,94057.02,14181.89,debt_consolidation,2.0,0.5336,0,7.92,0,2024-09-07
APP_000987,698,60522.92,14453.71,personal,4.2,0.2393,1,7.22,0,2024-01-02
APP_000988,650,52095.3,7293.63,home_improvement,5.3,0.4718,0,8.0,0,2023-12-01
APP_000989,629,53738.43,4035.26,personal,3.8,0.3804,0,8.65,0,2024-11-21
APP_000990,666,37864.9,10915.58,home_improvement,1.9,0.4284,1,7.98,0,2024-06-03
APP_000991,732,75858.51,10147.79,personal,2.0,0.3127,1,8.65,0,2024-12-23
APP_000992,655,27914.49,10169.17,personal,2.3,0.428,1,8.52,0,2024-05-14
APP_000993,691,46811.65,7960.53,auto,5.6,0.4114,1,7.63,0,2023-11-06
APP_000994,691,212339.86,9048.33,home_improvement,4.1,0.2374,1,8.27,1,2025-08-25
APP_000995,699,115843.92,5007.3,auto,4.7,0.2841,1,8.13,0,2024-04-26
APP_000996,662,105572.77,4390.12,auto,1.8,0.1984,1,8.96,0,2024-06-17
APP_000997,797,187371.66,5555.33,home_improvement,2.5,0.1912,1,9.02,0,2025-06-07
APP_000998,776,139661.52,12375.25,personal,2.0,0.2622,1,7.55,0,2023-04-01
APP_000999,753,111371.8,6791.8,auto,1.3,0.3223,1,7.8,1,2024-04-12
APP_001000,643,99677.78,21713.72,auto,2.4,0.6209,0,9.15,0,2024-03-09
APP_001001,621,21060.06,2045.47,home_improvement,0.9,0.2956,0,9.38,0,2023-04-30
APP_001002,500,20686.04,12777.34,personal,1.3,0.4985,0,11.61,0,2025-02-10
APP_001003,570,63759.25,14049.87,auto,3.2,0.4025,0,10.29,0,2025-02-06
APP_001004,778,45307.16,20384.57,home_improvement,0.7,0.3555,1,8.5,1,2025-07-13
APP_001005,747,40483.49,13770.02,personal,7.5,0.2506,1,6.66,0,2024-04-25
APP_001006,744,58618.36,12771.92,home_improvement,5.2,0.0564,1,7.69,0,2024-03-18
APP_001007,672,144405.45,13954.79,auto,1.9,0.4143,0,8.46,0,2026-02-23
APP_001008,641,21639.07,19518.2,home_improvement,10.2,0.3785,1,8.57,1,2024-01-21
APP_001009,642,62687.74,20723.82,home_improvement,2.6,0.3261,1,9.38,1,2023-06-17
APP_001010,709,189775.68,14578.6,personal,6.9,0.1839,0,8.76,0,2024-01-02
APP_001011,647,85416.21,15652.95,debt_consolidation,1.2,0.373,1,9.08,0,2024-05-01
APP_001012,535,74771.05,8167.13,business,4.1,0.4437,0,11.58,0,2025-06-20
APP_001013,714,66728.93,8192.97,auto,7.1,0.1546,1,7.71,0,2024-05-07
APP_001014,682,114774.39,10126.61,personal,6.9,0.4197,1,8.06,0,2025-09-05
APP_001015,754,113742.51,6538.03,debt_consolidation,1.2,0.2015,1,8.36,0,2025-10-25
APP_001016,773,91972.04,16405.08,debt_consolidation,2.6,0.1806,1,7.72,0,2023-12-11
APP_001017,570,21750.65,9948.06,debt_consolidation,2.7,0.518,0,10.76,0,2026-02-18
APP_001018,659,64085.83,26954.31,home_improvement,5.9,0.3165,1,8.9,0,2025-02-01
APP_001019,706,55785.24,4358.99,debt_consolidation,1.9,0.2639,1,7.43,0,2023-12-30
APP_001020,700,153123.34,11843.54,auto,1.8,0.3164,1,8.0,0,2023-11-15
APP_001021,720,81209.98,15117.35,personal,1.6,0.3061,1,8.07,0,2023-11-30
APP_001022,656,110920.71,10316.89,debt_consolidation,6.1,0.3328,1,9.44,0,2023-12-03
APP_001023,589,70970.29,13742.88,home_improvement,15.3,0.4761,0,10.63,0,2025-11-25
APP_001024,623,59169.69,17170.81,auto,6.7,0.3536,0,9.81,0,2025-10-31
APP_001025,616,73387.52,17280.8,home_improvement,4.0,0.4597,0,9.47,0,2025-09-21
APP_001026,833,129938.12,17331.96,debt_consolidation,2.6,0.1466,1,9.39,0,2026-01-19
APP_001027,720,225489.61,3943.68,personal,2.8,0.3732,1,8.59,0,2024-01-06
APP_001028,660,153736.78,6888.67,debt_consolidation,7.8,0.2788,1,8.3,0,2026-01-27
APP_001029,696,34613.95,12649.06,business,5.9,0.2282,1,8.63,1,2024-02-14
APP_001030,694,149991.46,3196.09,auto,3.3,0.3299,1,8.96,0,2023-10-27
APP_001031,718,58090.29,19964.24,auto,1.3,0.4165,1,8.27,0,2023-08-22
APP_001032,617,66756.69,7647.49,personal,2.8,0.4594,0,9.76,0,2024-05-08
APP_001033,710,127065.79,6968.21,debt_consolidation,1.9,0.1844,1,8.25,1,2023-05-14
APP_001034,608,29797.98,11979.2,debt_consolidation,16.0,0.3166,0,9.97,0,2023-08-20
APP_001035,623,112848.08,23447.83,home_improvement,2.3,0.3942,0,9.64,0,2026-01-14
APP_001036,622,102920.55,6122.63,personal,2.8,0.2828,1,9.55,1,2026-02-17
APP_001037,671,82082.12,9483.94,auto,11.2,0.3678,1,9.67,1,2025-03-27
APP_001038,815,143466.55,10950.53,home_improvement,3.1,0.3491,1,7.08,0,2023-07-20
APP_001039,536,32364.14,2261.84,business,1.2,0.427,0,10.71,0,2024-05-09
APP_001040,620,124459.18,14390.0,debt_consolidation,7.9,0.5028,0,9.03,0,2024-07-20
APP_001041,552,48791.07,3747.48,debt_consolidation,2.0,0.4609,1,10.11,1,2023-09-07
APP_001042,745,50503.54,17428.29,personal,9.5,0.1961,1,8.01,0,2024-07-04
APP_001043,706,70610.41,10152.67,home_improvement,0.7,0.3967,1,7.42,0,2023-07-10
APP_001044,629,80506.06,17386.91,home_improvement,8.9,0.4016,0,9.38,0,2025-04-17
APP_001045,643,88175.28,12930.02,personal,2.4,0.4555,0,9.01,0,2023-06-27
APP_001046,694,66474.74,6807.82,personal,0.7,0.3541,0,8.33,0,2025-03-11
APP_001047,561,23945.54,11999.42,auto,3.3,0.3406,1,9.77,0,2024-05-20
APP_001048,565,49814.55,3467.65,personal,15.9,0.3628,0,9.15,0,2024-11-14
APP_001049,719,52610.0,13301.32,home_improvement,2.0,0.3623,1,8.28,0,2025-12-15
APP_001050,673,91317.33,27056.25,personal,21.4,0.324,1,8.12,0,2024-01-10
APP_001051,733,80618.45,3047.21,business,5.8,0.4661,0,8.13,0,2025-05-20
APP_001052,624,217261.95,27934.16,auto,6.3,0.4659,0,9.36,0,2024-06-27
APP_001053,695,93919.76,7021.19,auto,3.8,0.2198,0,7.97,0,2025-02-11
APP_001054,821,52434.91,11745.0,debt_consolidation,1.1,0.1025,1,8.79,0,2023-07-20
APP_001055,714,36558.66,35000.0,personal,1.8,0.4168,1,7.96,0,2026-02-20
APP_001056,670,253811.05,1160.09,personal,5.9,0.3979,1,8.29,1,2024-08-18
APP_001057,690,41918.93,7226.39,personal,3.0,0.3044,1,8.55,0,2023-04-20
APP_001058,748,126372.19,6837.63,personal,6.3,0.1603,1,8.12,0,2025-12-03
APP_001059,622,32725.49,4152.9,personal,6.3,0.471,0,8.96,0,2025-09-13
APP_001060,734,172416.01,6875.11,personal,19.9,0.2382,1,7.79,1,2023-11-15
APP_001061,656,45486.87,4231.57,auto,3.2,0.2737,1,8.64,0,2024-09-03
APP_001062,820,101962.4,13683.96,personal,1.3,0.2096,1,8.24,0,2023-08-31
APP_001063,687,106855.14,3695.49,auto,11.1,0.1875,1,7.43,0,2025-04-01
APP_001064,644,95787.24,5577.24,business,1.4,0.3091,0,8.76,0,2024-01-27
APP_001065,696,62894.66,3413.65,home_improvement,1.2,0.3313,1,7.48,0,2024-06-08
APP_001066,613,90138.86,6943.99,debt_consolidation,2.2,0.23,0,8.49,0,2024-06-27
APP_001067,500,19072.69,4136.02,home_improvement,1.1,0.6202,0,12.14,0,2025-11-17
APP_001068,635,32905.77,7152.26,home_improvement,5.7,0.4349,0,8.88,0,2025-04-05
APP_001069,689,106118.91,22789.29,auto,2.6,0.4133,1,8.05,0,2023-08-29
APP_001070,772,53954.44,4865.25,auto,1.8,0.0752,1,7.6,0,2025-07-07
APP_001071,633,27831.93,3418.19,auto,1.2,0.4364,0,9.49,0,2024-01-23
APP_001072,592,36215.13,10381.11,debt_consolidation,0.5,0.4455,0,9.88,0,2025-11-12
APP_001073,680,48502.08,16729.88,debt_consolidation,4.1,0.3749,1,8.33,0,2025-08-06
APP_001074,637,90199.63,3259.62,personal,2.0,0.5284,0,8.44,0,2023-11-01
APP_001075,704,68106.87,8160.05,auto,1.4,0.2098,1,8.3,0,2025-11-27
APP_001076,646,25316.18,7386.03,debt_consolidation,1.0,0.2926,0,8.91,0,2025-04-21
APP_001077,646,34653.84,7160.95,debt_consolidation,5.5,0.3185,1,9.77,0,2023-07-02
APP_001078,541,28777.71,2839.1,auto,1.4,0.3988,0,11.12,0,2024-01-13
APP_001079,849,139045.91,18556.01,auto,1.2,0.1445,1,9.01,0,2024-02-28
APP_001080,724,97077.67,2429.86,personal,6.7,0.5455,0,7.26,0,2024-07-12
APP_001081,662,47458.43,11880.21,debt_consolidation,17.4,0.5493,0,8.84,0,2024-04-28
APP_001082,818,95180.34,13125.46,business,3.7,0.0603,1,7.65,0,2024-11-19
APP_001083,781,54032.18,11351.64,debt_consolidation,2.7,0.1949,1,8.01,0,2023-11-19
APP_001084,809,73276.66,8378.51,personal,1.8,0.2642,1,8.38,0,2023-08-24
APP_001085,665,39212.44,15784.46,business,2.1,0.3581,1,8.18,0,2023-06-06
APP_001086,778,64695.33,8709.52,debt_consolidation,11.0,0.2523,1,8.32,0,2024-04-12
APP_001087,676,40910.14,12985.79,business,19.0,0.4287,0,7.76,0,2023-08-10
APP_001088,583,52928.32,8139.68,debt_consolidation,2.6,0.2956,0,9.54,0,2025-03-09
APP_001089,577,54017.93,10760.04,personal,6.6,0.3774,0,10.66,0,2025-06-06
APP_001090,608,36235.13,7490.33,business,6.1,0.5171,0,9.06,0,2025-09-26
APP_001091,634,118336.66,14656.5,auto,6.5,0.4768,0,9.64,0,2025-12-10
APP_001092,759,31110.76,3835.84,personal,1.5,0.248,1,8.35,0,2025-01-15
APP_001093,677,103472.98,4940.36,auto,6.1,0.3915,1,8.19,0,2023-06-27
APP_001094,655,102701.45,5988.98,personal,2.6,0.1709,1,7.91,1,2023-05-05
APP_001095,696,64865.68,3747.61,auto,9.8,0.2058,1,8.75,1,2024-05-30
APP_001096,651,79321.94,13282.46,debt_consolidation,8.4,0.3691,1,9.73,1,2024-06-09
APP_001097,631,49844.13,29779.33,debt_consolidation,3.9,0.2461,0,9.08,0,2023-06-20
APP_001098,716,104141.31,9799.97,personal,15.4,0.2844,1,8.25,0,2023-12-19
APP_001099,743,27156.26,10074.95,home_improvement,2.5,0.2224,0,7.22,0,2024-01-30
APP_001100,761,119541.79,3292.35,debt_consolidation,9.7,0.277,1,7.49,0,2025-10-20
APP_001101,699,102178.65,5661.62,personal,1.4,0.5235,0,8.74,0,2025-12-09
APP_001102,658,141056.1,4502.57,business,3.2,0.3054,1,7.5,0,2025-10-07
APP_001103,714,307319.37,5839.99,auto,4.9,0.161,1,7.72,0,2023-09-13
APP_001104,718,85728.68,14017.77,personal,1.5,0.3774,1,8.54,0,2024-07-14
APP_001105,760,99421.63,3435.47,debt_consolidation,7.2,0.4038,1,8.17,0,2024-09-25
APP_001106,638,24622.77,10681.49,auto,1.1,0.3058,0,8.7,0,2026-02-11
APP_001107,571,36238.09,7291.09,auto,0.4,0.4586,1,10.33,1,2023-11-29
APP_001108,721,119092.83,10205.1,auto,3.2,0.3736,1,8.79,0,2025-07-29
APP_001109,633,75369.52,5173.75,debt_consolidation,4.5,0.3068,0,8.6,0,2025-04-25
APP_001110,642,51569.64,6654.88,debt_consolidation,12.5,0.4453,1,8.85,0,2024-05-30
APP_001111,834,58039.75,6719.5,personal,0.6,0.05,0,7.86,0,2025-07-25
APP_001112,717,123920.41,9125.61,debt_consolidation,3.3,0.3047,1,8.21,1,2025-11-09
APP_001113,660,54756.41,3524.55,auto,0.8,0.4035,1,8.71,0,2025-08-14
APP_001114,629,44786.79,5332.06,personal,1.7,0.2223,1,9.03,1,2024-06-11
APP_001115,671,96232.22,21565.82,home_improvement,8.7,0.3382,1,8.05,0,2024-10-13
APP_001116,797,71717.67,2942.98,personal,0.9,0.2968,1,8.01,0,2024-01-20
APP_001117,733,120228.47,11065.49,business,3.3,0.3958,1,8.69,0,2024-12-04
APP_001118,646,59240.01,4731.34,auto,2.4,0.2647,1,8.99,0,2024-06-06
APP_001119,849,68202.91,14240.52,debt_consolidation,1.0,0.0731,1,7.78,0,2025-09-02
APP_001120,656,45878.57,19973.25,debt_consolidation,0.9,0.2821,1,9.19,0,2024-04-20
APP_001121,649,75361.71,8506.46,auto,2.9,0.337,1,8.87,1,2025-04-19
APP_001122,755,56070.78,14290.49,home_improvement,3.5,0.1957,1,7.61,0,2024-10-07
APP_001123,547,16401.79,15159.72,debt_consolidation,0.7,0.5739,0,10.61,0,2025-11-19
APP_001124,682,29310.34,6361.11,auto,2.9,0.2001,1,7.79,1,2023-12-20
APP_001125,800,146287.64,14251.78,debt_consolidation,6.5,0.1441,1,8.91,0,2023-04-29
APP_001126,629,115892.14,26141.24,personal,1.1,0.5236,0,9.15,0,2023-04-24
APP_001127,750,62697.25,14137.67,personal,1.1,0.3169,1,7.47,1,2025-09-19
APP_001128,777,101256.96,6630.93,home_improvement,1.4,0.371,1,7.0,0,2023-11-22
APP_001129,631,103859.97,6450.2,auto,1.1,0.395,0,9.33,0,2024-04-09
APP_001130,640,118022.11,12616.86,personal,3.6,0.2831,1,8.61,0,2024-12-15
APP_001131,736,37875.11,12025.25,debt_consolidation,2.4,0.2972,1,8.12,0,2024-01-07
APP_001132,614,43653.87,11101.93,personal,1.8,0.4535,0,9.42,0,2023-10-01
APP_001133,588,53687.0,4953.87,auto,9.5,0.27,1,9.23,0,2025-05-23
APP_001134,734,133481.97,17031.3,home_improvement,3.2,0.2425,1,7.62,0,2024-09-26
APP_001135,786,140311.58,8203.74,personal,9.1,0.3431,1,8.49,0,2025-01-15
APP_001136,633,84359.6,7369.14,debt_consolidation,2.9,0.2222,1,8.42,0,2025-02-08
APP_001137,601,146336.02,10781.23,personal,7.3,0.2277,0,9.46,0,2025-10-15
APP_001138,590,32215.65,7801.7,personal,1.2,0.3741,0,9.22,0,2025-06-24
APP_001139,623,224659.9,18806.31,debt_consolidation,1.1,0.2647,0,9.3,0,2025-06-23
APP_001140,646,49427.0,11222.3,home_improvement,6.4,0.3106,1,8.35,0,2024-01-05
APP_001141,726,103848.63,35000.0,auto,1.8,0.3012,1,7.11,1,2023-03-27
APP_001142,656,44629.66,11071.03,personal,6.6,0.4088,1,8.34,1,2025-04-30
APP_001143,724,72770.5,16558.44,auto,6.5,0.3114,1,8.55,0,2024-08-04
APP_001144,685,51096.12,18262.71,personal,10.0,0.3486,1,7.2,0,2025-08-11
APP_001145,609,36628.53,4898.59,business,10.0,0.5861,0,9.74,0,2024-07-19
APP_001146,637,83680.33,12663.02,debt_consolidation,1.1,0.4813,0,8.71,0,2024-04-13
APP_001147,741,85432.76,14531.55,personal,5.4,0.3212,1,8.35,0,2024-09-10
APP_001148,755,67113.29,14169.28,debt_consolidation,10.7,0.2186,1,8.05,1,2025-07-01
APP_001149,686,60389.68,5960.0,auto,9.7,0.2059,1,8.4,0,2023-07-15
APP_001150,664,92705.27,4729.3,debt_consolidation,1.3,0.2431,1,8.77,0,2026-03-25
APP_001151,716,67357.76,11444.06,debt_consolidation,7.8,0.3197,0,7.85,0,2024-09-04
APP_001152,725,187276.28,7705.33,personal,1.2,0.2741,1,8.25,0,2025-04-20
APP_001153,681,106565.0,6041.0,home_improvement,16.4,0.3615,0,8.75,0,2025-01-18
APP_001154,676,73609.1,19062.83,home_improvement,8.5,0.2757,1,8.6,1,2024-01-16
APP_001155,631,37026.75,6513.03,debt_consolidation,30.0,0.3694,0,10.12,0,2026-03-02
APP_001156,663,57865.83,7831.68,home_improvement,4.1,0.3059,1,7.73,0,2023-09-03
APP_001157,628,110378.94,6897.68,personal,7.9,0.3618,0,8.43,0,2023-09-04
APP_001158,722,43428.13,11678.71,personal,4.9,0.2473,1,8.57,0,2023-07-04
APP_001159,625,87530.63,8927.44,debt_consolidation,1.3,0.3817,0,8.89,0,2025-06-19
APP_001160,773,52187.26,7751.19,personal,8.3,0.1989,1,8.14,0,2025-01-05
APP_001161,724,90218.56,7577.73,home_improvement,1.8,0.2662,1,7.32,0,2025-01-27
APP_001162,603,45322.07,4880.16,auto,2.5,0.4111,0,9.41,0,2026-01-10
APP_001163,709,158323.54,6752.07,personal,1.8,0.4546,0,6.95,0,2025-03-02
APP_001164,786,132640.08,4944.94,debt_consolidation,2.9,0.1263,1,8.17,0,2025-03-15
APP_001165,614,43652.83,9430.02,personal,0.7,0.3654,0,7.96,0,2023-12-20
APP_001166,555,119382.35,13571.02,personal,6.3,0.4893,0,10.75,0,2025-06-24
APP_001167,618,47167.35,11282.13,personal,22.1,0.3915,0,8.71,0,2025-01-04
APP_001168,593,51414.67,9443.06,debt_consolidation,8.2,0.3428,0,10.94,0,2024-03-23
APP_001169,677,65770.16,14479.61,home_improvement,0.9,0.3057,1,8.19,0,2025-07-29
APP_001170,595,79260.58,6564.87,home_improvement,2.4,0.5278,0,9.8,0,2023-05-11
