ticker,date,open,high,low,close,volume,adj_close
PYPL,2025-10-09,23.7,23.71,23.37,23.68,2040812,23.68
PYPL,2025-10-10,23.44,23.51,22.91,23.2,8038166,23.2
PYPL,2025-10-13,23.1,23.5,22.76,23.08,8576545,23.08
PYPL,2025-10-14,23.02,23.02,21.86,22.06,2001419,22.06
PYPL,2025-10-15,22.03,22.16,22.02,22.14,1209809,22.14
PYPL,2025-10-16,22.26,22.26,21.83,21.88,2873397,21.88
PYPL,2025-10-17,21.65,22.65,21.65,22.59,4121773,22.59
PYPL,2025-10-20,22.4,23.26,22.39,23.11,1793109,23.11
PYPL,2025-10-21,23.18,23.18,21.91,22.24,1308033,22.24
PYPL,2025-10-22,22.35,23.11,22.35,22.81,6318903,22.81
PYPL,2025-10-23,22.74,22.77,22.65,22.69,1358432,22.69
PYPL,2025-10-24,22.77,23.69,22.77,23.29,1875861,23.29
PYPL,2025-10-27,23.37,23.37,22.33,22.36,1447806,22.36
PYPL,2025-10-28,22.46,22.51,21.62,21.98,2889120,21.98
PYPL,2025-10-29,21.91,22.12,21.57,21.79,2399022,21.79
PYPL,2025-10-30,21.94,22.94,21.94,22.93,9794772,22.93
PYPL,2025-10-31,22.8,22.8,22.24,22.41,3947405,22.41
PYPL,2025-11-03,22.28,22.28,21.62,21.83,1081748,21.83
PYPL,2025-11-04,21.86,21.86,21.29,21.46,1709842,21.46
PYPL,2025-11-05,21.35,21.35,21.0,21.12,5141093,21.12
PYPL,2025-11-06,20.92,21.65,20.92,21.25,3041317,21.25
PYPL,2025-11-07,21.22,21.62,21.22,21.4,1745129,21.4
PYPL,2025-11-10,21.62,21.62,20.38,20.65,6063499,20.65
PYPL,2025-11-11,20.62,20.93,20.6,20.7,1423652,20.7
PYPL,2025-11-12,20.73,21.14,20.73,20.82,1809115,20.82
PYPL,2025-11-13,20.72,20.81,20.65,20.75,1462609,20.75
PYPL,2025-11-14,20.85,20.85,20.09,20.13,2654524,20.13
PYPL,2025-11-17,20.17,20.68,20.17,20.6,1270909,20.6
PYPL,2025-11-18,20.65,21.15,20.65,20.98,1589282,20.98
PYPL,2025-11-19,20.88,20.88,19.9,20.12,2753971,20.12
PYPL,2025-11-20,20.28,20.77,20.28,20.47,2208802,20.47
PYPL,2025-11-21,20.41,20.95,20.41,20.93,3539499,20.93
PYPL,2025-11-24,21.1,21.78,21.1,21.68,3289824,21.68
PYPL,2025-11-25,21.87,22.61,21.87,22.52,3740962,22.52
PYPL,2025-11-26,22.6,22.94,22.08,22.62,4036473,22.62
PYPL,2025-11-27,22.22,22.67,22.22,22.62,2300110,22.62
PYPL,2025-11-28,22.58,22.58,22.1,22.33,4367802,22.33
PYPL,2025-12-01,22.18,22.67,22.18,22.61,2414516,22.61
PYPL,2025-12-02,22.51,22.51,21.74,21.93,2005182,21.93
PYPL,2025-12-03,21.99,21.99,21.31,21.55,971651,21.55
PYPL,2025-12-04,21.54,21.8,21.53,21.78,4273987,21.78
PYPL,2025-12-05,21.94,22.12,21.79,21.87,2519929,21.87
PYPL,2025-12-08,22.04,22.04,20.57,20.99,2888973,20.99
PYPL,2025-12-09,20.88,20.88,20.38,20.66,7117842,20.66
PYPL,2025-12-10,20.65,20.65,20.05,20.2,987987,20.2
PYPL,2025-12-11,20.06,20.48,20.06,20.4,1134494,20.4
PYPL,2025-12-12,20.46,20.62,20.44,20.52,2179006,20.52
PYPL,2025-12-15,20.7,20.95,20.58,20.79,5561398,20.79
PYPL,2025-12-16,20.82,20.85,20.54,20.78,4051021,20.78
PYPL,2025-12-17,20.7,21.74,20.7,21.49,1298316,21.49
PYPL,2025-12-18,21.5,21.5,21.06,21.19,2409989,21.19
PYPL,2025-12-19,21.19,21.19,20.49,20.64,1713598,20.64
PYPL,2025-12-22,20.71,21.04,20.71,21.02,2487097,21.02
PYPL,2025-12-23,21.04,21.15,20.67,20.77,764437,20.77
PYPL,2025-12-24,20.64,20.64,19.7,19.82,4745870,19.82
PYPL,2025-12-25,19.79,19.79,19.2,19.33,5052682,19.33
PYPL,2025-12-26,19.35,19.57,19.12,19.47,8854537,19.47
PYPL,2025-12-29,19.52,19.52,18.91,19.12,640372,19.12
PYPL,2025-12-30,19.19,19.19,18.4,18.53,1648006,18.53
PYPL,2025-12-31,18.57,19.41,18.57,19.15,6320315,19.15
PYPL,2026-01-01,19.19,19.28,18.93,19.2,2581282,19.2
PYPL,2026-01-02,19.24,19.42,18.98,19.17,1435215,19.17
PYPL,2026-01-05,19.31,19.7,19.31,19.63,1499603,19.63
PYPL,2026-01-06,19.58,20.22,19.58,20.0,1652700,20.0
PYPL,2026-01-07,20.06,20.12,19.56,20.0,3211725,20.0
PYPL,2026-01-08,19.81,19.81,19.56,19.63,1311710,19.63
PYPL,2026-01-09,19.71,20.35,19.71,20.35,1381615,20.35
PYPL,2026-01-12,20.47,20.47,20.08,20.2,4094165,20.2
PYPL,2026-01-13,20.1,21.26,20.1,20.94,2910749,20.94
PYPL,2026-01-14,20.88,21.04,20.33,20.72,3256804,20.72
PYPL,2026-01-15,20.6,20.81,20.28,20.62,2026628,20.62
PYPL,2026-01-16,20.65,20.65,20.17,20.28,5123379,20.28
PYPL,2026-01-19,20.31,20.31,19.11,19.28,3683893,19.28
PYPL,2026-01-20,19.13,20.21,19.13,19.78,2054385,19.78
PYPL,2026-01-21,19.75,20.16,19.65,19.89,4603699,19.89
PYPL,2026-01-22,19.84,19.84,19.28,19.73,1524170,19.73
PYPL,2026-01-23,19.64,20.15,19.64,20.14,1826836,20.14
PYPL,2026-01-26,20.02,20.02,19.45,19.56,1809950,19.56
PYPL,2026-01-27,19.41,19.41,18.96,19.06,2362933,19.06
PYPL,2026-01-28,19.09,19.09,18.21,18.36,3166978,18.36
PYPL,2026-01-29,18.31,18.31,17.36,17.58,4655974,17.58
PYPL,2026-01-30,17.62,17.92,17.62,17.92,3693349,17.92
PYPL,2026-02-02,17.83,18.47,17.83,18.28,1802209,18.28
PYPL,2026-02-03,18.19,18.22,17.89,18.07,1032863,18.07
PYPL,2026-02-04,17.98,18.34,17.98,18.13,3247655,18.13
PYPL,2026-02-05,18.07,18.24,17.69,17.89,7529591,17.89
PYPL,2026-02-06,17.89,18.16,17.89,18.15,779970,18.15
PYPL,2026-02-09,18.14,18.32,17.86,18.26,3527681,18.26
PYPL,2026-02-10,18.38,18.42,18.03,18.26,3098660,18.26
PYPL,2026-02-11,18.22,18.23,18.02,18.12,1142418,18.12
PYPL,2026-02-12,18.3,18.3,17.45,17.81,3748385,17.81
PYPL,2026-02-13,17.94,18.38,17.94,18.34,1523345,18.34
PYPL,2026-02-16,18.4,18.4,17.91,18.04,920123,18.04
PYPL,2026-02-17,18.09,18.73,18.09,18.5,1570277,18.5
PYPL,2026-02-18,18.61,18.61,18.08,18.15,2868669,18.15
PYPL,2026-02-19,18.03,18.64,18.03,18.56,1361000,18.56
PYPL,2026-02-20,18.45,18.78,18.45,18.75,2909185,18.75
COIN,2024-03-25,182.29,182.29,170.42,171.72,3762215,171.72
COIN,2024-03-26,172.87,172.87,161.6,165.47,1944789,165.47
COIN,2024-03-27,165.82,165.82,159.1,160.57,850912,160.57
COIN,2024-03-28,161.42,161.42,151.85,151.96,8862175,151.96
COIN,2024-03-29,152.15,152.15,150.34,150.5,1437181,150.5
COIN,2024-04-01,150.31,150.42,147.33,149.9,1471960,149.9
COIN,2024-04-02,151.1,151.1,150.12,150.3,6987122,150.3
COIN,2024-04-03,149.21,151.26,149.21,150.42,1167637,150.42
COIN,2024-04-04,149.96,153.09,149.96,152.58,1562139,152.58
COIN,2024-04-05,153.88,161.87,153.88,158.6,6380114,158.6
COIN,2024-04-08,160.12,165.7,160.12,164.59,2508161,164.59
COIN,2024-04-09,164.36,164.36,152.08,153.25,1882826,153.25
COIN,2024-04-10,154.67,158.39,153.96,157.67,2565940,157.67
COIN,2024-04-11,156.15,163.6,156.15,161.58,1641506,161.58
COIN,2024-04-12,160.94,168.78,160.94,167.02,1873964,167.02
COIN,2024-04-15,166.67,166.67,158.28,158.47,2723452,158.47
COIN,2024-04-16,158.74,165.44,158.74,161.94,1479510,161.94
COIN,2024-04-17,162.34,168.99,162.34,167.52,3036308,167.52
COIN,2024-04-18,166.4,172.51,166.4,170.77,1443132,170.77
COIN,2024-04-19,172.99,172.99,170.48,170.62,1588947,170.62
COIN,2024-04-22,169.41,176.05,169.41,173.39,3953861,173.39
COIN,2024-04-23,173.51,178.82,173.51,175.94,1824702,175.94
COIN,2024-04-24,175.78,179.11,175.78,177.33,4647833,177.33
COIN,2024-04-25,177.14,185.5,177.14,184.45,5753476,184.45
COIN,2024-04-26,183.09,185.32,181.23,181.9,1534003,181.9
COIN,2024-04-29,181.73,181.73,163.55,165.14,3352067,165.14
COIN,2024-04-30,163.68,174.48,163.68,172.57,1966244,172.57
COIN,2024-05-01,173.12,173.12,172.12,172.44,1577717,172.44
COIN,2024-05-02,171.51,181.4,171.51,178.17,2456040,178.17
COIN,2024-05-03,176.31,176.31,167.89,170.58,1008406,170.58
COIN,2024-05-06,170.13,170.13,152.5,155.46,2845423,155.46
COIN,2024-05-07,156.18,156.18,146.81,149.47,4459256,149.47
COIN,2024-05-08,150.56,150.56,145.8,147.9,984972,147.9
COIN,2024-05-09,149.14,160.56,149.14,158.45,3785533,158.45
COIN,2024-05-10,158.73,165.13,158.73,164.95,1111912,164.95
COIN,2024-05-13,164.85,175.75,164.85,172.78,1983378,172.78
COIN,2024-05-14,174.0,174.0,164.96,167.35,2310173,167.35
COIN,2024-05-15,165.67,165.67,161.33,161.38,3009617,161.38
COIN,2024-05-16,161.7,161.7,156.64,157.68,1688004,157.68
COIN,2024-05-17,157.36,168.85,157.36,166.87,1552258,166.87
COIN,2024-05-20,165.14,182.72,165.14,181.11,2322829,181.11
COIN,2024-05-21,180.99,180.99,179.36,179.6,3924014,179.6
COIN,2024-05-22,180.93,181.23,178.34,180.08,758133,180.08
COIN,2024-05-23,179.59,179.59,172.83,173.16,1283600,173.16
COIN,2024-05-24,173.21,173.21,170.3,170.33,1322493,170.33
COIN,2024-05-27,170.04,170.25,168.36,170.02,3968738,170.02
COIN,2024-05-28,168.56,169.42,166.28,168.21,715719,168.21
COIN,2024-05-29,168.12,169.06,166.43,168.43,3250514,168.43
COIN,2024-05-30,169.3,169.55,167.87,169.11,2766054,169.11
COIN,2024-05-31,169.15,169.15,154.49,155.65,4551927,155.65
COIN,2024-06-03,156.17,156.17,146.62,147.99,8226181,147.99
COIN,2024-06-04,148.2,148.2,143.61,143.7,2552167,143.7
COIN,2024-06-05,143.97,148.02,143.97,146.63,3153078,146.63
COIN,2024-06-06,146.44,149.52,146.44,149.08,2974547,149.08
COIN,2024-06-07,148.74,151.14,147.93,148.26,1192487,148.26
COIN,2024-06-10,150.14,150.14,146.62,147.97,1334422,147.97
COIN,2024-06-11,148.03,157.65,148.03,156.91,1835683,156.91
COIN,2024-06-12,158.04,158.04,147.26,149.53,2454911,149.53
COIN,2024-06-13,149.0,153.66,149.0,152.52,557931,152.52
COIN,2024-06-14,152.5,152.58,150.69,151.05,2880839,151.05
COIN,2024-06-17,150.72,156.69,150.72,155.78,3154455,155.78
COIN,2024-06-18,155.7,170.56,155.7,167.11,2225892,167.11
COIN,2024-06-19,167.76,167.76,157.5,158.21,3290644,158.21
COIN,2024-06-20,158.24,161.0,155.24,159.52,2668838,159.52
COIN,2024-06-21,160.25,161.79,160.25,161.63,2050543,161.63
COIN,2024-06-24,162.57,165.27,162.57,165.04,2395225,165.04
COIN,2024-06-25,165.41,165.41,163.4,163.6,2023261,163.6
COIN,2024-06-26,162.62,165.22,161.79,163.93,336928,163.93
COIN,2024-06-27,162.92,170.57,162.92,169.97,2475221,169.97
COIN,2024-06-28,170.16,180.75,170.16,176.59,3887528,176.59
COIN,2024-07-01,175.98,175.98,172.23,173.98,2351585,173.98
COIN,2024-07-02,174.98,185.28,174.98,182.85,1334181,182.85
COIN,2024-07-03,182.42,199.56,182.42,196.55,2161505,196.55
COIN,2024-07-04,197.72,200.6,197.59,198.4,2463161,198.4
COIN,2024-07-05,197.36,205.04,197.36,202.91,1430233,202.91
COIN,2024-07-08,203.92,203.92,200.03,200.8,1561081,200.8
COIN,2024-07-09,200.47,203.1,200.47,202.32,1257602,202.32
COIN,2024-07-10,200.61,217.78,200.61,214.11,7094691,214.11
COIN,2024-07-11,213.75,217.08,213.75,216.17,2352824,216.17
COIN,2024-07-12,214.78,214.78,211.3,211.58,3681992,211.58
COIN,2024-07-15,210.58,210.58,200.5,201.58,913071,201.58
COIN,2024-07-16,201.42,207.38,201.42,203.89,1087827,203.89
COIN,2024-07-17,203.38,220.32,203.38,217.56,1229317,217.56
COIN,2024-07-18,218.03,218.03,208.12,209.2,1169376,209.2
COIN,2024-07-19,212.69,212.69,204.76,207.37,1155919,207.37
COIN,2024-07-22,205.82,208.26,205.82,208.04,975790,208.04
COIN,2024-07-23,207.28,207.28,201.22,202.55,913838,202.55
COIN,2024-07-24,202.32,213.56,202.32,212.31,3742255,212.31
COIN,2024-07-25,213.38,213.38,210.16,211.43,3095390,211.43
COIN,2024-07-26,212.41,212.41,192.73,192.93,1740810,192.93
COIN,2024-07-29,193.27,193.27,190.96,191.33,1072748,191.33
COIN,2024-07-30,192.93,192.93,182.63,183.21,5532198,183.21
COIN,2024-07-31,183.53,183.53,172.7,172.7,3104024,172.7
COIN,2024-08-01,172.46,175.15,172.14,173.68,2094400,173.68
COIN,2024-08-02,172.18,179.97,172.18,177.31,3631620,177.31
COIN,2024-08-05,178.3,183.38,178.3,183.19,1861361,183.19
COIN,2024-08-06,183.36,185.38,183.36,184.96,2537798,184.96
COIN,2024-08-07,184.76,187.18,183.77,186.24,689700,186.24
COIN,2024-08-08,187.13,193.53,187.13,192.97,1112446,192.97
COIN,2024-08-09,192.63,192.63,182.28,182.66,2215321,182.66
COIN,2024-08-12,183.53,184.77,182.27,182.38,1333735,182.38
COIN,2024-08-13,181.85,181.85,173.85,177.16,1908750,177.16
COIN,2024-08-14,176.77,184.02,176.77,180.73,5776038,180.73
COIN,2024-08-15,181.17,181.17,171.47,174.74,3367655,174.74
COIN,2024-08-16,174.64,180.56,174.64,178.67,7336130,178.67
COIN,2024-08-19,177.7,180.1,177.7,179.16,1376331,179.16
COIN,2024-08-20,180.23,185.67,180.07,182.44,2071970,182.44
COIN,2024-08-21,182.94,184.38,181.44,184.01,1264148,184.01
COIN,2024-08-22,182.36,182.36,174.75,177.03,7848301,177.03
COIN,2024-08-23,175.93,186.28,175.93,183.92,3850001,183.92
COIN,2024-08-26,182.13,182.13,180.63,180.85,2852510,180.85
COIN,2024-08-27,182.02,182.02,170.84,170.87,2763345,170.87
COIN,2024-08-28,171.45,176.31,171.45,175.86,1973796,175.86
COIN,2024-08-29,176.78,195.35,176.78,194.69,3106911,194.69
COIN,2024-08-30,193.35,193.35,190.4,190.89,3934257,190.89
COIN,2024-09-02,191.64,191.64,170.6,172.06,1951733,172.06
COIN,2024-09-03,173.01,173.01,165.54,167.07,1008178,167.07
COIN,2024-09-04,167.65,167.65,161.29,163.03,2362162,163.03
COIN,2024-09-05,163.67,163.67,159.95,161.02,6450949,161.02
COIN,2024-09-06,161.02,161.02,151.39,152.79,2915860,152.79
COIN,2024-09-09,152.93,152.93,146.16,147.83,1679312,147.83
COIN,2024-09-10,148.5,148.5,138.65,139.2,2751894,139.2
COIN,2024-09-11,140.36,144.4,140.36,144.06,4656282,144.06
COIN,2024-09-12,144.61,144.61,138.21,139.71,5149231,139.71
COIN,2024-09-13,139.72,139.99,137.5,137.76,7452684,137.76
COIN,2024-09-16,137.26,140.57,136.58,138.98,3157608,138.98
COIN,2024-09-17,139.6,139.6,136.89,137.26,3044796,137.26
COIN,2024-09-18,138.21,138.21,127.72,128.68,3272404,128.68
COIN,2024-09-19,128.07,131.44,128.07,130.51,1539879,130.51
COIN,2024-09-20,131.32,135.45,131.32,135.35,2265176,135.35
COIN,2024-09-23,136.22,136.22,127.63,128.09,4163294,128.09
COIN,2024-09-24,128.2,128.2,125.25,125.97,2613514,125.97
COIN,2024-09-25,125.8,125.8,120.53,121.77,735758,121.77
COIN,2024-09-26,121.43,139.13,121.43,136.71,2125996,136.71
COIN,2024-09-27,137.13,137.13,134.52,135.15,683332,135.15
COIN,2024-09-30,135.45,141.83,135.45,140.74,1196906,140.74
COIN,2024-10-01,141.08,146.76,141.08,146.05,2722833,146.05
COIN,2024-10-02,147.64,147.64,144.91,146.81,1948486,146.81
COIN,2024-10-03,147.71,151.41,147.71,148.5,2262490,148.5
COIN,2024-10-04,150.45,150.45,139.79,140.82,1693029,140.82
COIN,2024-10-07,141.62,146.05,141.62,145.49,1933825,145.49
COIN,2024-10-08,145.72,145.72,139.01,139.42,3634735,139.42
COIN,2024-10-09,139.43,139.43,133.79,135.35,2454330,135.35
COIN,2024-10-10,135.82,135.82,131.85,133.15,2011666,133.15
COIN,2024-10-11,133.79,133.79,130.18,131.3,2913981,131.3
COIN,2024-10-14,130.79,133.23,130.79,133.14,2350685,133.14
COIN,2024-10-15,133.2,137.98,133.2,137.17,581060,137.17
COIN,2024-10-16,137.94,145.56,137.94,144.55,1561962,144.55
COIN,2024-10-17,144.36,144.36,133.5,134.95,2936620,134.95
COIN,2024-10-18,135.78,135.78,133.28,134.24,1227563,134.24
COIN,2024-10-21,135.11,139.5,135.11,139.02,1419239,139.02
COIN,2024-10-22,137.52,145.43,137.52,143.84,5645871,143.84
COIN,2024-10-23,144.06,150.24,144.06,148.76,4748180,148.76
COIN,2024-10-24,148.48,161.14,148.48,161.06,3161478,161.06
COIN,2024-10-25,162.47,162.47,153.77,155.51,3191404,155.51
COIN,2024-10-28,155.38,161.95,155.38,161.94,1335045,161.94
COIN,2024-10-29,162.78,170.13,162.78,168.86,1316449,168.86
COIN,2024-10-30,169.52,175.76,169.52,173.32,2077285,173.32
COIN,2024-10-31,173.58,173.64,171.77,172.53,1770695,172.53
COIN,2024-11-01,171.06,171.06,169.05,169.88,3125124,169.88
COIN,2024-11-04,170.01,178.36,170.01,176.2,865749,176.2
COIN,2024-11-05,176.95,176.95,163.54,163.84,4301930,163.84
COIN,2024-11-06,163.89,166.44,163.89,165.31,1534442,165.31
COIN,2024-11-07,166.23,166.23,161.63,161.87,2473058,161.87
COIN,2024-11-08,162.12,162.12,154.71,156.58,4116836,156.58
COIN,2024-11-11,155.62,155.62,147.82,148.18,2188047,148.18
COIN,2024-11-12,147.27,149.83,147.27,149.26,4836378,149.26
COIN,2024-11-13,149.51,149.51,143.86,144.53,6456614,144.53
COIN,2024-11-14,143.61,149.28,143.61,144.94,3391675,144.94
COIN,2024-11-15,143.78,143.78,137.84,138.23,2887391,138.23
COIN,2024-11-18,137.92,145.13,137.92,144.97,9826561,144.97
COIN,2024-11-19,145.06,151.33,145.06,150.88,9663035,150.88
COIN,2024-11-20,150.93,154.67,150.93,154.09,1865186,154.09
COIN,2024-11-21,154.2,154.2,148.72,149.18,3126319,149.18
COIN,2024-11-22,148.38,161.42,148.38,159.89,9756286,159.89
COIN,2024-11-25,160.46,160.46,154.74,156.14,2043133,156.14
COIN,2024-11-26,156.3,158.51,156.3,158.18,1663128,158.18
COIN,2024-11-27,158.7,162.71,158.7,162.23,3027956,162.23
COIN,2024-11-28,163.52,164.25,161.63,162.28,1788101,162.28
COIN,2024-11-29,162.82,164.6,162.82,164.45,3480187,164.45
COIN,2024-12-02,165.11,165.11,157.29,158.94,1465271,158.94
COIN,2024-12-03,160.27,160.56,157.52,159.57,1793100,159.57
COIN,2024-12-04,159.02,165.87,159.02,164.69,4431985,164.69
COIN,2024-12-05,164.8,169.52,164.8,167.46,1571402,167.46
COIN,2024-12-06,167.71,168.57,163.0,166.14,5804607,166.14
COIN,2024-12-09,165.94,165.94,160.09,160.44,1724929,160.44
COIN,2024-12-10,159.93,159.93,148.4,150.84,2321359,150.84
COIN,2024-12-11,151.18,156.56,151.18,156.31,4113801,156.31
COIN,2024-12-12,156.06,160.05,156.06,158.77,929805,158.77
COIN,2024-12-13,159.66,163.88,159.66,163.43,3145301,163.43
COIN,2024-12-16,164.13,164.13,153.56,155.24,4870421,155.24
COIN,2024-12-17,154.17,154.17,150.2,152.76,2715075,152.76
COIN,2024-12-18,151.71,155.68,151.71,155.21,2430581,155.21
COIN,2024-12-19,154.5,154.5,147.55,148.1,1710075,148.1
COIN,2024-12-20,147.6,155.45,147.6,155.38,3849226,155.38
COIN,2024-12-23,155.21,155.59,153.79,153.97,1976925,153.97
COIN,2024-12-24,153.13,156.09,152.99,154.6,1495087,154.6
COIN,2024-12-25,154.68,154.68,143.9,145.58,2883258,145.58
COIN,2024-12-26,145.54,145.54,138.4,139.02,4172382,139.02
COIN,2024-12-27,139.98,139.98,136.2,137.06,859702,137.06
COIN,2024-12-30,137.25,138.39,135.01,136.97,3389109,136.97
COIN,2024-12-31,137.14,141.3,137.14,140.39,2609367,140.39
COIN,2025-01-01,140.96,144.24,140.34,142.4,2844556,142.4
COIN,2025-01-02,142.82,142.82,136.7,138.09,3676391,138.09
COIN,2025-01-03,137.27,140.8,137.27,139.12,1729652,139.12
COIN,2025-01-06,138.53,143.93,138.53,142.89,2286948,142.89
COIN,2025-01-07,142.41,142.41,138.48,140.33,604402,140.33
COIN,2025-01-08,140.9,140.9,135.48,136.06,2804646,136.06
COIN,2025-01-09,134.71,142.13,134.71,140.85,3363095,140.85
COIN,2025-01-10,142.08,148.69,142.08,148.53,4102608,148.53
COIN,2025-01-13,147.93,147.93,143.17,143.34,2220120,143.34
COIN,2025-01-14,143.75,143.75,138.06,141.14,3829821,141.14
COIN,2025-01-15,140.6,142.17,140.6,142.11,1353772,142.11
COIN,2025-01-16,142.17,144.97,141.38,143.28,3626895,143.28
COIN,2025-01-17,142.95,142.95,140.46,142.14,1564654,142.14
COIN,2025-01-20,142.49,151.05,142.49,151.01,2276214,151.01
COIN,2025-01-21,151.72,162.04,151.72,159.65,3962218,159.65
COIN,2025-01-22,159.75,159.75,156.5,157.28,2117278,157.28
COIN,2025-01-23,158.97,158.97,148.32,149.9,1347024,149.9
COIN,2025-01-24,149.95,159.92,149.95,159.76,2907101,159.76
COIN,2025-01-27,160.27,175.13,160.27,173.72,1896769,173.72
COIN,2025-01-28,173.5,173.5,168.68,169.6,3057570,169.6
COIN,2025-01-29,170.1,170.1,166.58,167.4,3812517,167.4
COIN,2025-01-30,167.15,167.5,166.06,167.27,1569837,167.27
COIN,2025-01-31,167.85,168.59,166.88,166.92,3347194,166.92
COIN,2025-02-03,165.6,171.5,165.6,168.08,1651542,168.08
COIN,2025-02-04,168.27,168.27,163.58,164.06,3799916,164.06
COIN,2025-02-05,164.56,164.56,151.57,153.39,338929,153.39
COIN,2025-02-06,154.07,157.59,154.07,155.52,4600900,155.52
COIN,2025-02-07,154.92,160.84,154.92,160.52,2800771,160.52
COIN,2025-02-10,161.19,161.19,153.26,156.19,1641151,156.19
COIN,2025-02-11,155.97,155.97,148.91,149.76,4234894,149.76
COIN,2025-02-12,150.23,150.23,147.04,147.62,1101223,147.62
COIN,2025-02-13,149.27,149.27,143.64,144.92,5552875,144.92
COIN,2025-02-14,144.65,146.92,144.65,146.72,1120540,146.72
COIN,2025-02-17,145.95,151.15,145.95,150.67,2815646,150.67
COIN,2025-02-18,150.92,150.92,145.63,146.93,2623160,146.93
COIN,2025-02-19,145.25,151.86,145.25,150.46,1390669,150.46
COIN,2025-02-20,150.02,150.02,145.22,145.55,755344,145.55
COIN,2025-02-21,144.92,144.92,136.76,139.03,6160918,139.03
COIN,2025-02-24,138.63,138.63,137.66,138.41,1478069,138.41
COIN,2025-02-25,138.08,138.08,134.27,135.19,2430502,135.19
COIN,2025-02-26,134.68,147.08,134.68,144.97,1201008,144.97
COIN,2025-02-27,144.71,144.71,141.15,141.41,1327472,141.41
COIN,2025-02-28,142.09,151.98,142.09,151.49,1848351,151.49
COIN,2025-03-03,150.68,155.29,150.68,153.5,3666760,153.5
COIN,2025-03-04,153.49,161.6,153.49,160.93,3222621,160.93
COIN,2025-03-05,160.86,160.93,157.41,159.46,2174120,159.46
COIN,2025-03-06,159.96,159.96,148.45,148.68,2589866,148.68
COIN,2025-03-07,149.53,156.3,149.53,156.26,4757580,156.26
COIN,2025-03-10,155.01,155.02,150.72,152.16,1481794,152.16
COIN,2025-03-11,152.41,152.41,151.33,151.44,2120726,151.44
COIN,2025-03-12,151.61,151.61,148.33,149.84,2670373,149.84
COIN,2025-03-13,150.32,150.32,136.43,137.23,8709611,137.23
COIN,2025-03-14,137.18,143.8,137.18,142.88,6948293,142.88
COIN,2025-03-17,142.81,146.63,142.81,145.46,2977502,145.46
COIN,2025-03-18,145.59,145.59,138.81,138.93,707436,138.93
COIN,2025-03-19,140.53,143.37,140.53,143.21,2091024,143.21
COIN,2025-03-20,142.93,143.09,141.25,142.01,602633,142.01
COIN,2025-03-21,142.79,145.75,142.79,145.42,3288214,145.42
COIN,2025-03-24,144.47,144.47,134.3,136.94,2023396,136.94
COIN,2025-03-25,137.48,140.0,137.48,139.4,2409367,139.4
COIN,2025-03-26,139.84,139.84,137.61,137.87,2350851,137.87
COIN,2025-03-27,136.83,136.83,128.71,129.15,3595115,129.15
COIN,2025-03-28,129.71,129.71,122.51,123.33,8064093,123.33
COIN,2025-03-31,122.45,127.26,122.45,126.43,1748043,126.43
COIN,2025-04-01,127.03,127.74,126.7,127.61,1238403,127.61
COIN,2025-04-02,126.79,126.79,121.87,123.33,1778415,123.33
COIN,2025-04-03,122.43,122.43,118.02,118.49,3681154,118.49
COIN,2025-04-04,118.95,118.95,113.87,114.27,1372594,114.27
COIN,2025-04-07,114.92,115.17,114.27,114.59,1716709,114.59
COIN,2025-04-08,114.27,120.45,114.27,119.4,3055934,119.4
COIN,2025-04-09,118.55,125.1,118.55,122.37,2960397,122.37
COIN,2025-04-10,122.7,122.7,109.91,112.24,2585944,112.24
COIN,2025-04-11,112.16,119.88,112.16,117.57,3083427,117.57
COIN,2025-04-14,116.71,118.34,116.68,117.85,2465995,117.85
COIN,2025-04-15,117.83,117.83,115.64,115.66,1198579,115.66
COIN,2025-04-16,116.44,116.44,104.76,105.53,5214969,105.53
COIN,2025-04-17,105.46,106.09,102.66,104.63,4289435,104.63
COIN,2025-04-18,104.28,104.28,100.19,101.4,3002506,101.4
COIN,2025-04-21,102.49,106.1,102.49,106.05,7342575,106.05
COIN,2025-04-22,105.96,105.96,105.22,105.26,4479962,105.26
COIN,2025-04-23,104.27,104.27,102.27,102.39,1533188,102.39
COIN,2025-04-24,102.22,106.37,102.22,105.23,2709756,105.23
COIN,2025-04-25,104.81,104.81,103.58,104.0,2799882,104.0
COIN,2025-04-28,103.95,108.16,103.95,107.04,1522220,107.04
COIN,2025-04-29,107.19,107.19,105.56,105.78,2329138,105.78
COIN,2025-04-30,106.51,110.56,106.51,109.15,1762530,109.15
COIN,2025-05-01,109.7,109.7,104.03,104.12,2235549,104.12
COIN,2025-05-02,104.25,107.13,104.25,105.86,3028877,105.86
COIN,2025-05-05,104.7,104.7,96.35,96.54,6897520,96.54
COIN,2025-05-06,95.97,98.98,95.97,98.66,780998,98.66
COIN,2025-05-07,99.05,99.05,95.13,96.24,1036248,96.24
COIN,2025-05-08,96.32,96.32,90.41,90.62,1343800,90.62
COIN,2025-05-09,90.3,90.3,84.72,85.22,2773919,85.22
COIN,2025-05-12,84.36,84.36,82.72,82.97,1939679,82.97
COIN,2025-05-13,82.9,82.9,80.98,82.02,3350877,82.02
COIN,2025-05-14,81.61,84.88,81.61,83.39,5963770,83.39
COIN,2025-05-15,83.0,83.0,79.77,80.11,6368805,80.11
COIN,2025-05-16,80.08,80.08,75.12,75.22,2320219,75.22
